State,County,Labor Force,Employed,Unemployed,Unemployment Rate,Life Expectancy,Natural_Amenity,Median Child Income,Gini,Gini_bin,Employ_bin,Avg Natural_Amenity
KY,CLINTON COUNTY,"3,791","3,477",314,8.3,73.667,0.62,25700.0,0.461,0.5,10.0,-0.471671388101983
KY,CRITTENDEN COUNTY,"3,717","3,513",204,5.5,75.475,0.46,42600.0,0.382,0.4,5.0,-0.471671388101983
KY,CUMBERLAND COUNTY,"2,866","2,696",170,5.9,74.1,0.65,35853.245749613605,0.3810850077279752,0.4,5.0,-0.471671388101983
KY,DAVIESS COUNTY,"45,598","43,527","2,071",4.5,76.6,-1.2,39000.0,0.394,0.4,5.0,-0.471671388101983
KY,EDMONSON COUNTY,"4,680","4,355",325,6.9,75.3,0.62,32200.0,0.268,0.3,5.0,-0.471671388101983
KY,ELLIOTT COUNTY,"2,036","1,829",207,10.2,76.1,0.29,35853.245749613605,0.3810850077279752,0.4,10.0,-0.471671388101983
KY,ESTILL COUNTY,"5,192","4,874",318,6.1,71.35,0.55,25400.0,0.357,0.4,5.0,-0.471671388101983
KY,FAYETTE COUNTY,"167,924","161,561","6,363",3.8,77.592,-2.39,30000.0,0.533,0.5,5.0,-0.471671388101983
KY,FLEMING COUNTY,"6,071","5,691",380,6.3,74.025,-0.86,28400.0,0.395,0.4,5.0,-0.471671388101983
KY,FLOYD COUNTY,"11,551","10,468","1,083",9.4,73.03,0.04,29300.0,0.565,0.6,10.0,-0.471671388101983
KY,FRANKLIN COUNTY,"24,316","23,294","1,022",4.2,75.845,-0.34,32100.0,0.344,0.3,5.0,-0.471671388101983
KY,FULTON COUNTY,"2,062","1,905",157,7.6,73.85,-0.46,24600.0,0.451,0.5,10.0,-0.471671388101983
KY,GALLATIN COUNTY,"3,842","3,646",196,5.1,73.0,0.63,35853.245749613605,0.3810850077279752,0.4,5.0,-0.471671388101983
KY,GARRARD COUNTY,"7,492","7,109",383,5.1,76.625,-1.23,28600.0,0.336,0.3,5.0,-0.471671388101983
KY,GRANT COUNTY,"11,085","10,503",582,5.3,74.55,-0.93,31000.0,0.326,0.3,5.0,-0.471671388101983
KY,GRAVES COUNTY,"15,113","14,184",929,6.1,76.6,-2.48,33900.0,0.374,0.4,5.0,-0.471671388101983
KY,GRAYSON COUNTY,"10,502","9,804",698,6.6,73.9,0.21,33900.0,0.339,0.3,5.0,-0.471671388101983
KY,GREEN COUNTY,"4,963","4,701",262,5.3,75.2,-3.72,37100.0,0.328,0.3,5.0,-0.471671388101983
KY,GREENUP COUNTY,"13,737","12,703","1,034",7.5,75.9,0.62,34200.0,0.404,0.4,10.0,-0.471671388101983
KY,HANCOCK COUNTY,"3,888","3,697",191,4.9,77.6,0.48,41600.0,0.257,0.3,5.0,-0.471671388101983
KY,HARDIN COUNTY,"46,591","44,310","2,281",4.9,76.442,-0.69,33100.0,0.344,0.3,5.0,-0.471671388101983
KY,HARLAN COUNTY,"6,985","6,107",878,12.6,73.109,0.37,29300.0,0.432,0.4,15.0,-0.471671388101983
KY,HARRISON COUNTY,"8,321","7,939",382,4.6,74.95,-1.72,29900.0,0.387,0.4,5.0,-0.471671388101983
KY,HART COUNTY,"7,665","7,275",390,5.1,74.24,-0.07,25400.0,0.374,0.4,5.0,-0.471671388101983
KY,HENDERSON COUNTY,"21,415","20,394","1,021",4.8,74.973,-0.72,33600.0,0.39,0.4,5.0,-0.471671388101983
KY,HENRY COUNTY,"7,660","7,309",351,4.6,75.64,-0.46,31000.0,0.359,0.4,5.0,-0.471671388101983
KY,HICKMAN COUNTY,"1,926","1,810",116,6.0,74.7,-0.84,35853.245749613605,0.3810850077279752,0.4,5.0,-0.471671388101983
KY,HOPKINS COUNTY,"19,114","18,028","1,086",5.7,73.917,-0.21,37000.0,0.412,0.4,5.0,-0.471671388101983
KY,JACKSON COUNTY,"4,188","3,818",370,8.8,72.667,-0.82,24500.0,0.337,0.3,10.0,-0.471671388101983
KY,JEFFERSON COUNTY,"377,461","359,625","17,836",4.7,76.062,0.32,30500.0,0.521,0.5,5.0,-0.471671388101983
KY,JESSAMINE COUNTY,"25,263","24,218","1,045",4.1,76.962,-1.99,28400.0,0.471,0.5,5.0,-0.471671388101983
KY,JOHNSON COUNTY,"7,158","6,531",627,8.8,74.05,0.64,33300.0,0.502,0.5,10.0,-0.471671388101983
KY,KENTON COUNTY,"83,262","79,629","3,633",4.4,75.193,-1.62,36700.0,0.434,0.4,5.0,-0.471671388101983
KY,KNOTT COUNTY,"4,709","4,232",477,10.1,73.84,0.07,26100.0,0.403,0.4,10.0,-0.471671388101983
KY,KNOX COUNTY,"9,730","8,940",790,8.1,73.475,-1.49,22600.0,0.434,0.4,10.0,-0.471671388101983
KY,LARUE COUNTY,"5,858","5,563",295,5.0,74.675,-1.22,36500.0,0.305,0.3,5.0,-0.471671388101983
KY,LAUREL COUNTY,"23,379","21,933","1,446",6.2,75.091,1.25,29600.0,0.552,0.6,5.0,-0.471671388101983
KY,LAWRENCE COUNTY,"4,969","4,499",470,9.5,73.26,-0.19,29200.0,0.395,0.4,10.0,-0.471671388101983
KY,LEE COUNTY,"1,974","1,804",170,8.6,72.667,0.53,35853.245749613605,0.3810850077279752,0.4,10.0,-0.471671388101983
KY,LESLIE COUNTY,"2,867","2,550",317,11.1,74.033,-0.41,32300.0,0.404,0.4,10.0,-0.471671388101983
KY,LETCHER COUNTY,"6,603","5,843",760,11.5,72.871,-0.74,35700.0,0.393,0.4,10.0,-0.471671388101983
KY,LEWIS COUNTY,"4,789","4,368",421,8.8,75.725,0.78,27600.0,0.329,0.3,10.0,-0.471671388101983
KY,LINCOLN COUNTY,"9,031","8,428",603,6.7,73.26,-1.25,28700.0,0.361,0.4,5.0,-0.471671388101983
KY,LIVINGSTON COUNTY,"3,678","3,416",262,7.1,75.0,0.75,32300.0,0.426,0.4,5.0,-0.471671388101983
KY,LOGAN COUNTY,"11,448","10,903",545,4.8,75.167,-0.75,34400.0,0.363,0.4,5.0,-0.471671388101983
KY,LYON COUNTY,"2,864","2,701",163,5.7,77.1,1.51,35853.245749613605,0.3810850077279752,0.4,5.0,-0.471671388101983
KY,MADISON COUNTY,"45,192","43,268","1,924",4.3,76.141,-0.1,30200.0,0.414,0.4,5.0,-0.471671388101983
KY,MAGOFFIN COUNTY,"3,322","2,803",519,15.6,72.767,-1.67,26100.0,0.38,0.4,15.0,-0.471671388101983
KY,MARION COUNTY,"9,118","8,674",444,4.9,76.267,-1.32,36600.0,0.332,0.3,5.0,-0.471671388101983
KY,MARSHALL COUNTY,"14,807","13,986",821,5.5,75.75,-0.24,40800.0,0.445,0.4,5.0,-0.471671388101983
KY,MARTIN COUNTY,"3,085","2,779",306,9.9,74.65,-0.92,32000.0,0.404,0.4,10.0,-0.471671388101983
KY,MASON COUNTY,"7,286","6,842",444,6.1,75.24,0.4,29200.0,0.468,0.5,5.0,-0.471671388101983
KY,MEADE COUNTY,"11,785","11,136",649,5.5,74.15,0.76,36200.0,0.302,0.3,5.0,-0.471671388101983
KY,MENIFEE COUNTY,"2,353","2,152",201,8.5,75.15,0.46,35853.245749613605,0.3810850077279752,0.4,10.0,-0.471671388101983
KY,MERCER COUNTY,"9,675","9,192",483,5.0,76.68,-0.03,34800.0,0.341,0.3,5.0,-0.471671388101983
KY,METCALFE COUNTY,"4,020","3,813",207,5.1,74.733,-3.16,28900.0,0.328,0.3,5.0,-0.471671388101983
KY,MONROE COUNTY,"4,491","4,295",196,4.4,72.2,-0.1,33400.0,0.576,0.6,5.0,-0.471671388101983
KY,MONTGOMERY COUNTY,"11,705","10,943",762,6.5,76.15,-1.12,26500.0,0.476,0.5,5.0,-0.471671388101983
KY,MORGAN COUNTY,"4,405","4,042",363,8.2,73.98,0.39,29600.0,0.409,0.4,10.0,-0.471671388101983
KY,MUHLENBERG COUNTY,"11,503","10,677",826,7.2,74.222,0.21,36800.0,0.358,0.4,5.0,-0.471671388101983
KY,NELSON COUNTY,"21,016","19,963","1,053",5.0,75.844,-0.63,37300.0,0.408,0.4,5.0,-0.471671388101983
KY,NICHOLAS COUNTY,"3,175","2,978",197,6.2,73.25,-1.43,26900.0,0.278,0.3,5.0,-0.471671388101983
KY,OHIO COUNTY,"9,307","8,720",587,6.3,75.033,-0.21,31900.0,0.343,0.3,5.0,-0.471671388101983
KY,OLDHAM COUNTY,"30,938","29,747","1,191",3.8,79.808,-0.85,43600.0,0.374,0.4,5.0,-0.471671388101983
KY,OWEN COUNTY,"5,370","5,150",220,4.1,75.367,-0.64,31200.0,0.317,0.3,5.0,-0.471671388101983
KY,OWSLEY COUNTY,"1,137","1,023",114,10.0,71.9,-1.67,35853.245749613605,0.3810850077279752,0.4,10.0,-0.471671388101983
KY,PENDLETON COUNTY,"6,672","6,321",351,5.3,75.033,-0.74,34600.0,0.309,0.3,5.0,-0.471671388101983
KY,PERRY COUNTY,"8,799","8,007",792,9.0,71.938,-0.19,28500.0,0.515,0.5,10.0,-0.471671388101983
KY,PIKE COUNTY,"20,842","18,924","1,918",9.2,72.679,-0.18,33600.0,0.467,0.5,10.0,-0.471671388101983
KY,POWELL COUNTY,"4,857","4,516",341,7.0,70.75,-1.28,25600.0,0.397,0.4,5.0,-0.471671388101983
KY,PULASKI COUNTY,"25,444","23,956","1,488",5.8,74.785,0.61,28200.0,0.49,0.5,5.0,-0.471671388101983
KY,ROBERTSON COUNTY,781,730,51,6.5,72.5,-1.91,35853.245749613605,0.3810850077279752,0.4,5.0,-0.471671388101983
KY,ROCKCASTLE COUNTY,"6,872","6,438",434,6.3,72.9,-0.35,24800.0,0.311,0.3,5.0,-0.471671388101983
KY,ROWAN COUNTY,"10,290","9,685",605,5.9,75.275,0.97,29700.0,0.451,0.5,5.0,-0.471671388101983
KY,RUSSELL COUNTY,"6,140","5,425",715,11.6,74.3,1.33,26400.0,0.412,0.4,10.0,-0.471671388101983
KY,SCOTT COUNTY,"26,918","25,868","1,050",3.9,77.773,-1.89,32100.0,0.414,0.4,5.0,-0.471671388101983
KY,SHELBY COUNTY,"22,897","21,987",910,4.0,78.311,-0.71,32700.0,0.389,0.4,5.0,-0.471671388101983
KY,SIMPSON COUNTY,"8,322","7,928",394,4.7,75.6,-3.98,29800.0,0.345,0.3,5.0,-0.471671388101983
KY,SPENCER COUNTY,"9,258","8,867",391,4.2,76.8,0.39,34600.0,0.3,0.3,5.0,-0.471671388101983
KY,TAYLOR COUNTY,"11,773","11,072",701,6.0,75.94,0.45,32600.0,0.368,0.4,5.0,-0.471671388101983
KY,TODD COUNTY,"5,230","4,980",250,4.8,76.675,-0.98,28600.0,0.362,0.4,5.0,-0.471671388101983
KY,TRIGG COUNTY,"5,724","5,401",323,5.6,76.1,0.99,30900.0,0.375,0.4,5.0,-0.471671388101983
KY,TRIMBLE COUNTY,"3,841","3,627",214,5.6,75.05,0.31,30600.0,0.272,0.3,5.0,-0.471671388101983
KY,UNION COUNTY,"6,126","5,716",410,6.7,75.75,0.72,41800.0,0.313,0.3,5.0,-0.471671388101983
KY,WARREN COUNTY,"59,464","56,834","2,630",4.4,76.575,-0.68,32500.0,0.489,0.5,5.0,-0.471671388101983
KY,WASHINGTON COUNTY,"5,954","5,691",263,4.4,76.767,-0.58,35300.0,0.344,0.3,5.0,-0.471671388101983
KY,WAYNE COUNTY,"7,028","6,461",567,8.1,76.26,0.89,25700.0,0.392,0.4,10.0,-0.471671388101983
KY,WEBSTER COUNTY,"5,958","5,650",308,5.2,74.8,-2.3,42300.0,0.321,0.3,5.0,-0.471671388101983
KY,WHITLEY COUNTY,"13,117","12,235",882,6.7,71.671,1.15,26600.0,0.452,0.5,5.0,-0.471671388101983
KY,WOLFE COUNTY,"1,908","1,716",192,10.1,75.45,-1.0,25000.0,0.325,0.3,10.0,-0.471671388101983
KY,WOODFORD COUNTY,"14,375","13,876",499,3.5,77.312,-2.04,32600.0,0.405,0.4,5.0,-0.471671388101983
ME,ANDROSCOGGIN COUNTY,"55,166","52,859","2,307",4.2,76.933,-0.32,34900.0,0.357,0.4,5.0,-0.471671388101983
ME,AROOSTOOK COUNTY,"31,915","30,022","1,893",5.9,77.765,-0.14,34500.0,0.368,0.4,5.0,-0.471671388101983
ME,CUMBERLAND COUNTY,"158,956","153,481","5,475",3.4,80.104,1.05,37800.0,0.461,0.5,5.0,-0.471671388101983
ME,FRANKLIN COUNTY,"14,629","13,932",697,4.8,78.171,0.17,36400.0,0.378,0.4,5.0,-0.471671388101983
ME,HANCOCK COUNTY,"29,250","27,616","1,634",5.6,79.85,1.87,31700.0,0.386,0.4,5.0,-0.471671388101983
ME,KENNEBEC COUNTY,"62,035","59,397","2,638",4.3,77.821,-0.14,34900.0,0.387,0.4,5.0,-0.471671388101983
ME,KNOX COUNTY,"20,607","19,760",847,4.1,78.85,2.06,33500.0,0.437,0.4,5.0,-0.471671388101983
ME,LINCOLN COUNTY,"16,835","16,086",749,4.4,79.014,1.55,33700.0,0.371,0.4,5.0,-0.471671388101983
ME,OXFORD COUNTY,"26,707","25,250","1,457",5.5,78.925,1.28,32400.0,0.35,0.3,5.0,-0.471671388101983
ME,PENOBSCOT COUNTY,"77,374","73,700","3,674",4.7,77.131,-0.52,33900.0,0.397,0.4,5.0,-0.471671388101983
ME,PISCATAQUIS COUNTY,"7,501","7,087",414,5.5,76.6,1.2,33000.0,0.346,0.3,5.0,-0.471671388101983
ME,SAGADAHOC COUNTY,"19,058","18,386",672,3.5,79.886,1.05,32300.0,0.296,0.3,5.0,-0.471671388101983
ME,SOMERSET COUNTY,"23,789","22,227","1,562",6.6,76.671,0.47,32100.0,0.356,0.4,5.0,-0.471671388101983
ME,WALDO COUNTY,"20,752","19,669","1,083",5.2,78.888,0.2,28500.0,0.361,0.4,5.0,-0.471671388101983
ME,WASHINGTON COUNTY,"14,084","13,183",901,6.4,76.35,2.69,26900.0,0.377,0.4,5.0,-0.471671388101983
ME,YORK COUNTY,"109,194","104,892","4,302",3.9,79.073,0.86,37000.0,0.344,0.3,5.0,-0.471671388101983
MD,ALLEGANY COUNTY,"32,260","30,051","2,209",6.8,76.322,1.26,35900.0,0.473,0.5,5.0,-0.471671388101983
MD,ANNE ARUNDEL COUNTY,"300,799","287,823","12,976",4.3,78.866,0.71,41200.0,0.39,0.4,5.0,-0.471671388101983
MD,BALTIMORE COUNTY,"444,707","421,631","23,076",5.2,78.077,-0.37,40100.0,0.468,0.5,5.0,-0.471671388101983
MD,CALVERT COUNTY,"46,993","44,875","2,118",4.5,80.739,0.65,43700.0,0.361,0.4,5.0,-0.471671388101983
MD,CAROLINE COUNTY,"17,460","16,525",935,5.4,75.833,-1.68,29800.0,0.347,0.3,5.0,-0.471671388101983
MD,CARROLL COUNTY,"93,014","89,165","3,849",4.1,78.486,-1.34,50100.0,0.269,0.3,5.0,-0.471671388101983
MD,CECIL COUNTY,"52,545","49,457","3,088",5.9,76.678,0.1,37400.0,0.304,0.3,5.0,-0.471671388101983
MD,CHARLES COUNTY,"80,471","76,540","3,931",4.9,79.669,0.55,43400.0,0.313,0.3,5.0,-0.471671388101983
MD,DORCHESTER COUNTY,"15,790","14,680","1,110",7.0,77.611,0.2,25900.0,0.435,0.4,5.0,-0.471671388101983
MD,FREDERICK COUNTY,"128,473","122,837","5,636",4.4,80.04,0.1,48300.0,0.308,0.3,5.0,-0.471671388101983
MD,GARRETT COUNTY,"15,627","14,660",967,6.2,78.014,0.35,34200.0,0.436,0.4,5.0,-0.471671388101983
MD,HARFORD COUNTY,"135,807","129,254","6,553",4.8,78.812,0.04,45200.0,0.304,0.3,5.0,-0.471671388101983
MD,HOWARD COUNTY,"176,684","170,079","6,605",3.7,81.707,-1.42,52500.0,0.324,0.3,5.0,-0.471671388101983
MD,KENT COUNTY,"10,568","10,015",553,5.2,78.86,-0.23,34200.0,0.482,0.5,5.0,-0.471671388101983
MD,MONTGOMERY COUNTY,"547,229","526,310","20,919",3.8,83.013,-0.57,49500.0,0.444,0.4,5.0,-0.471671388101983
MD,SOMERSET COUNTY,"9,215","8,470",745,8.1,74.867,-0.04,24900.0,0.415,0.4,10.0,-0.471671388101983
MD,TALBOT COUNTY,"19,259","18,331",928,4.8,80.17,0.1,35100.0,0.555,0.6,5.0,-0.471671388101983
MD,WASHINGTON COUNTY,"76,634","72,415","4,219",5.5,76.155,0.85,38700.0,0.367,0.4,5.0,-0.471671388101983
MD,WICOMICO COUNTY,"50,182","46,839","3,343",6.7,76.942,-0.7,29800.0,0.476,0.5,5.0,-0.471671388101983
MD,WORCESTER COUNTY,"25,423","22,784","2,639",10.4,77.907,0.34,29100.0,0.502,0.5,10.0,-0.471671388101983
MA,BARNSTABLE COUNTY,"111,590","104,779","6,811",6.1,80.427,1.52,39400.0,0.436,0.4,5.0,-0.471671388101983
MA,BERKSHIRE COUNTY,"65,100","61,585","3,515",5.4,80.253,0.81,36600.0,0.437,0.4,5.0,-0.471671388101983
MA,BRISTOL COUNTY,"289,838","272,117","17,721",6.1,78.489,0.54,41000.0,0.37,0.4,5.0,-0.471671388101983
MA,DUKES COUNTY,"9,459","8,841",618,6.5,81.275,2.89,34500.0,0.403,0.4,5.0,-0.471671388101983
MA,ESSEX COUNTY,"407,752","387,410","20,342",5.0,80.592,1.43,42500.0,0.486,0.5,5.0,-0.471671388101983
MA,FRANKLIN COUNTY,"39,438","37,710","1,728",4.4,80.878,0.0,36900.0,0.363,0.4,5.0,-0.471671388101983
MA,HAMPDEN COUNTY,"222,709","208,493","14,216",6.4,78.611,-0.08,36200.0,0.438,0.4,5.0,-0.471671388101983
MA,HAMPSHIRE COUNTY,"87,374","83,444","3,930",4.5,81.621,-0.01,42000.0,0.346,0.3,5.0,-0.471671388101983
MA,MIDDLESEX COUNTY,"863,343","829,572","33,771",3.9,81.702,-1.12,48900.0,0.441,0.4,5.0,-0.471671388101983
MA,NANTUCKET COUNTY,,,,5.47577426015141,81.85,2.89,35853.245749613605,0.3810850077279752,0.4,5.0,-0.471671388101983
MA,NORFOLK COUNTY,"369,154","353,798","15,356",4.2,81.463,-0.64,51700.0,0.394,0.4,5.0,-0.471671388101983
MA,PLYMOUTH COUNTY,"268,260","254,734","13,526",5.0,79.955,1.09,44600.0,0.405,0.4,5.0,-0.471671388101983
MA,SUFFOLK COUNTY,"420,898","402,393","18,505",4.4,79.629,0.83,29600.0,0.709,0.7,5.0,-0.471671388101983
MA,WORCESTER COUNTY,"427,528","405,828","21,700",5.1,79.736,0.24,42000.0,0.401,0.4,5.0,-0.471671388101983
MI,ALCONA COUNTY,"3,826","3,515",311,8.1,76.475,0.35,31700.0,0.393,0.4,10.0,-0.471671388101983
MI,ALGER COUNTY,"3,246","2,966",280,8.6,81.2,-0.91,36900.0,0.274,0.3,10.0,-0.471671388101983
MI,ALLEGAN COUNTY,"60,755","58,207","2,548",4.2,79.578,-0.52,38200.0,0.293,0.3,5.0,-0.471671388101983
MI,ALPENA COUNTY,"13,686","12,820",866,6.3,77.256,0.07,32800.0,0.351,0.4,5.0,-0.471671388101983
MI,ANTRIM COUNTY,"10,041","9,282",759,7.6,80.071,0.58,31800.0,0.342,0.3,10.0,-0.471671388101983
MI,ARENAC COUNTY,"6,259","5,691",568,9.1,77.0,-1.04,33900.0,0.354,0.4,10.0,-0.471671388101983
MI,BARAGA COUNTY,"3,314","3,008",306,9.2,76.2,-0.55,34100.0,0.379,0.4,10.0,-0.471671388101983
MI,BARRY COUNTY,"30,360","29,042","1,318",4.3,79.364,-2.15,38700.0,0.316,0.3,5.0,-0.471671388101983
MI,BAY COUNTY,"52,464","49,397","3,067",5.8,77.023,-1.53,37500.0,0.374,0.4,5.0,-0.471671388101983
MI,BENZIE COUNTY,"8,719","8,103",616,7.1,78.7,0.75,29100.0,0.364,0.4,5.0,-0.471671388101983
MI,BERRIEN COUNTY,"73,748","69,862","3,886",5.3,76.832,-0.3,31700.0,0.444,0.4,5.0,-0.471671388101983
MI,BRANCH COUNTY,"19,238","18,243",995,5.2,77.192,-2.45,35000.0,0.368,0.4,5.0,-0.471671388101983
MI,CALHOUN COUNTY,"64,461","61,137","3,324",5.2,76.268,-2.73,30900.0,0.405,0.4,5.0,-0.471671388101983
MI,CASS COUNTY,"24,132","22,898","1,234",5.1,77.873,-2.14,33500.0,0.345,0.3,5.0,-0.471671388101983
MI,CHARLEVOIX COUNTY,"13,111","12,311",800,6.1,79.308,0.94,34700.0,0.517,0.5,5.0,-0.471671388101983
MI,CHEBOYGAN COUNTY,"10,742","9,750",992,9.2,79.162,0.08,30000.0,0.375,0.4,10.0,-0.471671388101983
MI,CHIPPEWA COUNTY,"16,776","15,455","1,321",7.9,78.064,-1.4,31300.0,0.379,0.4,10.0,-0.471671388101983
MI,CLARE COUNTY,"11,841","10,912",929,7.8,75.19,-2.36,32100.0,0.456,0.5,10.0,-0.471671388101983
MI,CLINTON COUNTY,"39,927","38,344","1,583",4.0,79.9,-3.49,44800.0,0.264,0.3,5.0,-0.471671388101983
MI,CRAWFORD COUNTY,"5,301","4,880",421,7.9,78.2,-2.37,26300.0,0.387,0.4,10.0,-0.471671388101983
MI,DELTA COUNTY,"17,327","16,136","1,191",6.9,79.873,-1.94,38500.0,0.343,0.3,5.0,-0.471671388101983
MI,DICKINSON COUNTY,"12,665","11,941",724,5.7,79.9,-3.58,42000.0,0.325,0.3,5.0,0.2513506815365551
MI,EATON COUNTY,"56,123","53,607","2,516",4.5,78.811,-3.14,38900.0,0.286,0.3,5.0,0.2513506815365551
MI,EMMET COUNTY,"17,725","16,431","1,294",7.3,80.071,0.93,34400.0,0.476,0.5,5.0,0.2513506815365551
MI,GENESEE COUNTY,"180,129","168,867","11,262",6.3,75.286,-1.9,28600.0,0.404,0.4,5.0,0.2513506815365551
MI,GLADWIN COUNTY,"10,029","9,290",739,7.4,76.4,-2.23,32900.0,0.348,0.3,5.0,0.2513506815365551
MI,GOGEBIC COUNTY,"6,528","6,044",484,7.4,77.414,-1.69,38900.0,0.337,0.3,5.0,0.2513506815365551
MI,GRATIOT COUNTY,"18,382","17,325","1,057",5.8,78.111,-3.92,37200.0,0.32,0.3,5.0,0.2513506815365551
MI,HILLSDALE COUNTY,"21,129","20,005","1,124",5.3,77.633,-2.4,34400.0,0.345,0.3,5.0,0.2513506815365551
MI,HOUGHTON COUNTY,"16,648","15,577","1,071",6.4,78.76,-0.58,42200.0,0.377,0.4,5.0,0.2513506815365551
MI,HURON COUNTY,"16,444","15,546",898,5.5,77.86,-0.74,46000.0,0.322,0.3,5.0,0.2513506815365551
MI,INGHAM COUNTY,"146,506","139,586","6,920",4.7,77.946,-3.38,33300.0,0.417,0.4,5.0,0.2513506815365551
MI,IONIA COUNTY,"29,496","28,131","1,365",4.6,78.533,-3.07,38000.0,0.281,0.3,5.0,0.2513506815365551
MI,IOSCO COUNTY,"10,147","9,373",774,7.6,76.05,-0.17,31300.0,0.41,0.4,10.0,0.2513506815365551
MI,IRON COUNTY,"5,233","4,859",374,7.1,81.36,-2.88,39500.0,0.314,0.3,5.0,0.2513506815365551
MI,ISABELLA COUNTY,"35,472","33,747","1,725",4.9,78.431,-3.1,37600.0,0.36,0.4,5.0,0.2513506815365551
MI,JACKSON COUNTY,"73,385","69,458","3,927",5.4,77.119,-2.45,34100.0,0.378,0.4,5.0,0.2513506815365551
MI,KALAMAZOO COUNTY,"129,756","124,041","5,715",4.4,78.927,-2.1,36400.0,0.418,0.4,5.0,0.2513506815365551
MI,KALKASKA COUNTY,"7,666","7,070",596,7.8,76.74,-1.11,28100.0,0.309,0.3,10.0,0.2513506815365551
MI,KENT COUNTY,"344,072","330,959","13,113",3.8,79.668,-2.28,38500.0,0.407,0.4,5.0,0.2513506815365551
MI,KEWEENAW COUNTY,944,856,88,9.3,82.7,0.44,35853.245749613605,0.3810850077279752,0.4,10.0,0.2513506815365551
MI,LAKE COUNTY,"3,698","3,377",321,8.7,78.35,-1.68,27000.0,0.336,0.3,10.0,0.2513506815365551
MI,LAPEER COUNTY,"39,587","36,768","2,819",7.1,77.991,-2.12,39200.0,0.279,0.3,5.0,0.2513506815365551
MI,LEELANAU COUNTY,"10,634","10,068",566,5.3,82.68,0.73,36000.0,0.365,0.4,5.0,0.2513506815365551
MI,LENAWEE COUNTY,"47,701","45,280","2,421",5.1,77.948,-2.31,36700.0,0.303,0.3,5.0,0.2513506815365551
MI,LIVINGSTON COUNTY,"96,123","91,736","4,387",4.6,79.339,-1.82,42600.0,0.291,0.3,5.0,0.2513506815365551
MI,LUCE COUNTY,"2,472","2,297",175,7.1,81.5,-1.21,35853.245749613605,0.3810850077279752,0.4,5.0,0.2513506815365551
MI,MACKINAC COUNTY,"5,151","4,644",507,9.8,81.94,-0.95,32500.0,0.409,0.4,10.0,0.2513506815365551
MI,MACOMB COUNTY,"420,070","396,168","23,902",5.7,77.12,-1.24,42300.0,0.292,0.3,5.0,0.2513506815365551
MI,MANISTEE COUNTY,"10,458","9,754",704,6.7,77.775,0.89,35200.0,0.352,0.4,5.0,0.2513506815365551
MI,MARQUETTE COUNTY,"33,546","31,507","2,039",6.1,78.95,-1.09,41600.0,0.33,0.3,5.0,0.2513506815365551
MI,MASON COUNTY,"14,485","13,589",896,6.2,77.962,0.6,37300.0,0.386,0.4,5.0,0.2513506815365551
MI,MECOSTA COUNTY,"19,235","18,036","1,199",6.2,77.8,-1.94,32700.0,0.374,0.4,5.0,0.2513506815365551
MI,MENOMINEE COUNTY,"11,583","10,951",632,5.5,82.171,-1.61,42700.0,0.287,0.3,5.0,0.2513506815365551
MI,MIDLAND COUNTY,"41,628","39,575","2,053",4.9,79.842,-3.09,42300.0,0.398,0.4,5.0,0.2513506815365551
MI,MISSAUKEE COUNTY,"7,021","6,557",464,6.6,78.1,-1.95,37800.0,0.275,0.3,5.0,0.2513506815365551
MI,MONROE COUNTY,"76,585","73,051","3,534",4.6,77.103,-1.43,40700.0,0.281,0.3,5.0,0.2513506815365551
MI,MONTCALM COUNTY,"27,820","26,205","1,615",5.8,78.685,-2.48,34500.0,0.297,0.3,5.0,0.2513506815365551
MI,MONTMORENCY COUNTY,"3,083","2,772",311,10.1,76.56,-0.92,33800.0,0.424,0.4,10.0,0.2513506815365551
MI,MUSKEGON COUNTY,"77,683","73,101","4,582",5.9,76.957,-0.4,31100.0,0.429,0.4,5.0,0.2513506815365551
MI,NEWAYGO COUNTY,"23,190","21,906","1,284",5.5,78.055,-1.3,34800.0,0.346,0.3,5.0,0.2513506815365551
MI,OAKLAND COUNTY,"630,756","601,330","29,426",4.7,78.963,-1.78,41300.0,0.383,0.4,5.0,0.2513506815365551
MI,OCEANA COUNTY,"12,552","11,536","1,016",8.1,79.233,0.26,34600.0,0.313,0.3,10.0,0.2513506815365551
MI,OGEMAW COUNTY,"8,450","7,777",673,8.0,75.971,-1.89,31200.0,0.395,0.4,10.0,0.2513506815365551
MI,ONTONAGON COUNTY,"2,306","2,087",219,9.5,80.633,-0.72,35900.0,0.317,0.3,10.0,0.2513506815365551
MI,OSCEOLA COUNTY,"10,210","9,537",673,6.6,78.3,-2.35,32600.0,0.339,0.3,5.0,0.2513506815365551
MI,OSCODA COUNTY,"2,926","2,669",257,8.8,76.5,-1.37,30500.0,0.335,0.3,10.0,0.2513506815365551
MI,OTSEGO COUNTY,"11,464","10,751",713,6.2,78.467,-0.89,39700.0,0.446,0.4,5.0,0.2513506815365551
MI,OTTAWA COUNTY,"153,110","147,476","5,634",3.7,80.971,-0.04,46100.0,0.282,0.3,5.0,0.2513506815365551
MI,PRESQUE ISLE COUNTY,"5,387","4,831",556,10.3,77.817,0.18,40100.0,0.282,0.3,10.0,0.2513506815365551
MI,ROSCOMMON COUNTY,"7,849","7,131",718,9.1,76.312,-1.2,28200.0,0.382,0.4,10.0,0.2513506815365551
