State,County,Labor Force,Employed,Unemployed,Unemployment Rate,Life Expectancy,Natural_Amenity,Median Child Income,Gini,Gini_bin,Employ_bin,Avg Natural_Amenity
TN,JEFFERSON COUNTY,"23,342","21,860","1,482",6.3,75.525,1.39,27800.0,0.399,0.4,5.0,0.7571343873517787
TN,JOHNSON COUNTY,"7,324","6,915",409,5.6,73.72,0.74,22700.0,0.343,0.3,5.0,0.7571343873517787
TN,KNOX COUNTY,"228,904","218,294","10,610",4.6,76.047,0.62,31100.0,0.54,0.5,5.0,0.7571343873517787
TN,LAKE COUNTY,"1,974","1,807",167,8.5,73.5,-0.36,35853.245749613605,0.3810850077279752,0.4,10.0,0.7571343873517787
TN,LAUDERDALE COUNTY,"9,613","8,769",844,8.8,74.062,0.05,22600.0,0.334,0.3,10.0,0.7571343873517787
TN,LAWRENCE COUNTY,"17,756","16,593","1,163",6.5,74.964,-0.89,30100.0,0.347,0.3,5.0,0.7571343873517787
TN,LEWIS COUNTY,"4,814","4,465",349,7.2,75.75,-0.8,33100.0,0.353,0.4,5.0,0.7571343873517787
TN,LINCOLN COUNTY,"15,174","14,450",724,4.8,75.411,-1.2,35900.0,0.388,0.4,5.0,0.7571343873517787
TN,LOUDON COUNTY,"21,981","20,760","1,221",5.6,76.11,1.14,29600.0,0.403,0.4,5.0,0.7571343873517787
TN,MACON COUNTY,"9,983","9,458",525,5.3,74.0,-2.11,33400.0,0.287,0.3,5.0,0.7571343873517787
TN,MADISON COUNTY,"46,629","43,904","2,725",5.8,74.98,-1.44,27200.0,0.545,0.5,5.0,0.7571343873517787
TN,MARION COUNTY,"11,737","10,950",787,6.7,74.367,0.83,29800.0,0.356,0.4,5.0,0.7571343873517787
TN,MARSHALL COUNTY,"14,795","13,974",821,5.5,75.32,-0.89,32900.0,0.361,0.4,5.0,0.7571343873517787
TN,MAURY COUNTY,"42,448","40,289","2,159",5.1,76.629,-0.19,31000.0,0.378,0.4,5.0,0.7571343873517787
TN,MEIGS COUNTY,"4,866","4,498",368,7.6,72.733,1.3,28500.0,0.391,0.4,10.0,0.7571343873517787
TN,MONROE COUNTY,"19,085","17,895","1,190",6.2,75.057,1.51,28400.0,0.392,0.4,5.0,0.7571343873517787
TN,MONTGOMERY COUNTY,"78,752","74,205","4,547",5.8,75.521,-0.51,29500.0,0.359,0.4,5.0,0.7571343873517787
TN,MOORE COUNTY,"3,312","3,164",148,4.5,78.2,0.37,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TN,MORGAN COUNTY,"7,732","7,159",573,7.4,73.975,-0.52,26800.0,0.337,0.3,5.0,0.7571343873517787
TN,OBION COUNTY,"12,499","11,430","1,069",8.6,75.1,-0.71,31200.0,0.395,0.4,10.0,0.7571343873517787
TN,OVERTON COUNTY,"9,107","8,463",644,7.1,73.529,0.2,31900.0,0.361,0.4,5.0,0.7571343873517787
TN,PERRY COUNTY,"3,126","2,917",209,6.7,75.55,0.43,24600.0,0.304,0.3,5.0,0.7571343873517787
TN,PICKETT COUNTY,"2,405","2,222",183,7.6,76.5,1.67,35853.245749613605,0.3810850077279752,0.4,10.0,0.7571343873517787
TN,POLK COUNTY,"7,341","6,862",479,6.5,74.22,1.67,28500.0,0.392,0.4,5.0,0.7571343873517787
TN,PUTNAM COUNTY,"32,517","30,633","1,884",5.8,75.862,0.24,30200.0,0.467,0.5,5.0,0.7571343873517787
TN,RHEA COUNTY,"13,118","12,155",963,7.3,74.783,1.33,29800.0,0.374,0.4,5.0,0.7571343873517787
TN,ROANE COUNTY,"22,628","21,177","1,451",6.4,74.54,1.22,28800.0,0.399,0.4,5.0,0.7571343873517787
TN,ROBERTSON COUNTY,"33,891","32,250","1,641",4.8,75.25,-1.92,32800.0,0.336,0.3,5.0,0.7571343873517787
TN,RUTHERFORD COUNTY,"155,929","148,996","6,933",4.4,77.358,-0.85,34500.0,0.344,0.3,5.0,0.7571343873517787
TN,SCOTT COUNTY,"8,094","7,346",748,9.2,72.2,0.28,25200.0,0.369,0.4,10.0,0.7571343873517787
TN,SEQUATCHIE COUNTY,"5,806","5,432",374,6.4,76.067,-0.44,25600.0,0.346,0.3,5.0,0.7571343873517787
TN,SEVIER COUNTY,"49,958","46,972","2,986",6.0,75.824,1.76,25000.0,0.452,0.5,5.0,0.7571343873517787
TN,SHELBY COUNTY,"430,892","403,447","27,445",6.4,74.795,-0.44,22400.0,0.617,0.6,5.0,0.7571343873517787
TN,SMITH COUNTY,"8,504","8,031",473,5.6,73.94,0.87,35500.0,0.371,0.4,5.0,0.7571343873517787
TN,STEWART COUNTY,"5,149","4,757",392,7.6,74.567,0.98,33700.0,0.281,0.3,10.0,0.7571343873517787
TN,SULLIVAN COUNTY,"69,296","65,319","3,977",5.7,75.351,1.27,30600.0,0.498,0.5,5.0,0.7571343873517787
TN,SUMNER COUNTY,"88,780","84,723","4,057",4.6,77.097,0.25,36000.0,0.403,0.4,5.0,0.7571343873517787
TN,TIPTON COUNTY,"27,547","25,611","1,936",7.0,74.917,-0.38,28300.0,0.365,0.4,5.0,0.7571343873517787
TN,TROUSDALE COUNTY,"3,691","3,475",216,5.9,72.25,-0.3,31000.0,0.346,0.3,5.0,0.7571343873517787
TN,UNICOI COUNTY,"7,045","6,488",557,7.9,75.15,0.36,29900.0,0.365,0.4,10.0,0.7571343873517787
TN,UNION COUNTY,"7,234","6,746",488,6.7,73.35,1.35,25500.0,0.318,0.3,5.0,0.7571343873517787
TN,VAN BUREN COUNTY,"2,057","1,894",163,7.9,73.4,-1.32,35853.245749613605,0.3810850077279752,0.4,10.0,0.7571343873517787
TN,WARREN COUNTY,"17,844","16,846",998,5.6,73.567,-1.45,29500.0,0.435,0.4,5.0,0.7571343873517787
TN,WASHINGTON COUNTY,"57,965","54,767","3,198",5.5,75.736,0.67,28700.0,0.463,0.5,5.0,0.7571343873517787
TN,WAYNE COUNTY,"6,198","5,743",455,7.3,74.125,-0.71,32900.0,0.434,0.4,5.0,0.7571343873517787
TN,WEAKLEY COUNTY,"15,624","14,570","1,054",6.7,76.1,-1.62,32500.0,0.384,0.4,5.0,0.7571343873517787
TN,WHITE COUNTY,"11,438","10,750",688,6.0,73.65,-0.76,28200.0,0.431,0.4,5.0,0.7571343873517787
TN,WILLIAMSON COUNTY,"107,820","103,534","4,286",4.0,81.231,-0.87,45800.0,0.356,0.4,5.0,0.7571343873517787
TN,WILSON COUNTY,"64,763","61,820","2,943",4.5,76.963,-0.82,37200.0,0.374,0.4,5.0,0.7571343873517787
TX,ANDERSON COUNTY,"22,853","21,948",905,4.0,77.456,1.07,31900.0,0.424,0.4,5.0,0.7571343873517787
TX,ANDREWS COUNTY,"9,303","8,977",326,3.5,75.975,0.68,51500.0,0.332,0.3,5.0,0.7571343873517787
TX,ANGELINA COUNTY,"37,412","35,306","2,106",5.6,76.0,1.92,31400.0,0.546,0.5,5.0,0.7571343873517787
TX,ARANSAS COUNTY,"10,065","9,551",514,5.1,76.32,3.71,31400.0,0.648,0.6,5.0,0.7571343873517787
TX,ARCHER COUNTY,"4,125","3,941",184,4.5,78.367,-0.33,49500.0,0.298,0.3,5.0,0.7571343873517787
TX,ARMSTRONG COUNTY,976,950,26,2.7,86.2,0.36,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,ATASCOSA COUNTY,"20,546","19,560",986,4.8,77.962,0.9,35100.0,0.396,0.4,5.0,0.7571343873517787
TX,AUSTIN COUNTY,"14,047","13,397",650,4.6,78.867,1.38,41000.0,0.429,0.4,5.0,0.7571343873517787
TX,BAILEY COUNTY,"2,801","2,680",121,4.3,80.5,0.91,34900.0,0.477,0.5,5.0,0.7571343873517787
TX,BANDERA COUNTY,"9,182","8,814",368,4.0,80.34,5.83,36100.0,0.458,0.5,5.0,0.7571343873517787
TX,BASTROP COUNTY,"37,553","36,083","1,470",3.9,77.78,0.94,33000.0,0.359,0.4,5.0,0.7571343873517787
TX,BAYLOR COUNTY,"1,628","1,570",58,3.6,74.4,1.7,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,BEE COUNTY,"10,386","9,740",646,6.2,76.117,-0.36,31900.0,0.403,0.4,5.0,0.7571343873517787
TX,BELL COUNTY,"136,340","129,940","6,400",4.7,76.746,1.26,30000.0,0.395,0.4,5.0,0.7571343873517787
TX,BEXAR COUNTY,"879,163","845,395","33,768",3.8,77.78,2.63,29100.0,0.561,0.6,5.0,0.7571343873517787
TX,BLANCO COUNTY,"5,769","5,587",182,3.2,78.15,4.05,36100.0,0.481,0.5,5.0,0.7571343873517787
TX,BOSQUE COUNTY,"8,064","7,699",365,4.5,77.117,0.84,37600.0,0.378,0.4,5.0,0.7571343873517787
TX,BOWIE COUNTY,"39,171","37,274","1,897",4.8,75.122,0.79,29000.0,0.514,0.5,5.0,0.7571343873517787
TX,BRAZORIA COUNTY,"167,126","159,416","7,710",4.6,77.657,1.31,41100.0,0.375,0.4,5.0,0.7571343873517787
TX,BRAZOS COUNTY,"108,638","105,010","3,628",3.3,78.52,0.59,33600.0,0.491,0.5,5.0,0.7571343873517787
TX,BREWSTER COUNTY,"3,911","3,756",155,4.0,81.767,4.58,38700.0,0.372,0.4,5.0,0.7571343873517787
TX,BRISCOE COUNTY,595,572,23,3.9,84.4,1.76,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,BROOKS COUNTY,"2,604","2,344",260,10.0,76.45,-0.34,28400.0,0.413,0.4,10.0,0.7571343873517787
TX,BROWN COUNTY,"15,900","15,208",692,4.4,74.875,0.35,35000.0,0.424,0.4,5.0,0.7571343873517787
TX,BURLESON COUNTY,"7,761","7,420",341,4.4,78.26,1.4,36000.0,0.391,0.4,5.0,0.7571343873517787
TX,BURNET COUNTY,"21,184","20,406",778,3.7,78.588,4.36,32300.0,0.469,0.5,5.0,0.7571343873517787
TX,CALDWELL COUNTY,"17,431","16,669",762,4.4,77.9,0.51,30400.0,0.383,0.4,5.0,0.7571343873517787
TX,CALHOUN COUNTY,"11,333","10,877",456,4.0,78.4,1.86,38000.0,0.414,0.4,5.0,0.7571343873517787
TX,CALLAHAN COUNTY,"5,733","5,487",246,4.3,76.433,0.33,41500.0,0.299,0.3,5.0,0.7571343873517787
TX,CAMERON COUNTY,"163,191","151,483","11,708",7.2,79.016,2.46,26800.0,0.548,0.5,5.0,0.7571343873517787
TX,CAMP COUNTY,"5,096","4,781",315,6.2,76.133,0.71,31700.0,0.522,0.5,5.0,0.7571343873517787
TX,CARSON COUNTY,"3,069","2,970",99,3.2,83.8,1.21,58500.0,0.242,0.2,5.0,0.7571343873517787
TX,CASS COUNTY,"12,175","11,342",833,6.8,76.386,0.63,36000.0,0.411,0.4,5.0,0.7571343873517787
TX,CASTRO COUNTY,"3,618","3,494",124,3.4,76.9,1.23,33700.0,0.427,0.4,5.0,0.7571343873517787
TX,CHAMBERS COUNTY,"17,815","16,858",957,5.4,77.86,1.57,40300.0,0.444,0.4,5.0,0.7571343873517787
TX,CHEROKEE COUNTY,"20,908","19,820","1,088",5.2,76.45,1.25,30700.0,0.455,0.5,5.0,0.7571343873517787
TX,CHILDRESS COUNTY,"2,870","2,780",90,3.1,78.4,1.02,31700.0,0.339,0.3,5.0,0.7571343873517787
TX,CLAY COUNTY,"4,914","4,697",217,4.4,77.7,-0.36,40500.0,0.323,0.3,5.0,0.7571343873517787
TX,COCHRAN COUNTY,"1,318","1,250",68,5.2,76.3,-0.12,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,COKE COUNTY,"1,399","1,342",57,4.1,81.2,3.73,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,COLEMAN COUNTY,"3,051","2,881",170,5.6,77.467,2.14,33000.0,0.357,0.4,5.0,0.7571343873517787
TX,COLLIN COUNTY,"488,810","470,919","17,891",3.7,80.55,1.01,47700.0,0.378,0.4,5.0,0.7571343873517787
TX,COLORADO COUNTY,"9,911","9,517",394,4.0,79.48,1.72,38300.0,0.49,0.5,5.0,0.7571343873517787
TX,COMAL COUNTY,"61,914","59,623","2,291",3.7,79.136,3.25,38100.0,0.438,0.4,5.0,0.7571343873517787
TX,COMANCHE COUNTY,"5,361","5,132",229,4.3,79.725,0.36,39000.0,0.472,0.5,5.0,0.7571343873517787
TX,CONCHO COUNTY,"1,374","1,329",45,3.3,86.8,2.3,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,COOKE COUNTY,"19,774","19,039",735,3.7,76.262,0.63,41800.0,0.386,0.4,5.0,0.7571343873517787
TX,CORYELL COUNTY,"24,516","23,338","1,178",4.8,75.946,1.01,32500.0,0.265,0.3,5.0,0.7571343873517787
TX,COTTLE COUNTY,546,507,39,7.1,79.8,-0.19,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,CRANE COUNTY,"1,838","1,731",107,5.8,76.8,1.34,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,CROCKETT COUNTY,"1,901","1,786",115,6.0,79.2,1.64,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,CROSBY COUNTY,"2,649","2,533",116,4.4,77.867,2.45,28500.0,0.505,0.5,5.0,0.7571343873517787
TX,CULBERSON COUNTY,"1,041",997,44,4.2,77.2,3.62,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,DALLAM COUNTY,"4,008","3,920",88,2.2,77.25,0.22,42900.0,0.411,0.4,0.0,0.7571343873517787
TX,DALLAS COUNTY,"1,263,314","1,208,806","54,508",4.3,77.794,0.64,30800.0,0.624,0.6,5.0,0.7571343873517787
TX,DAWSON COUNTY,"4,774","4,556",218,4.6,78.425,-0.24,34700.0,0.415,0.4,5.0,0.7571343873517787
TX,DEAF SMITH COUNTY,"8,797","8,518",279,3.2,78.35,0.94,30000.0,0.421,0.4,5.0,0.7571343873517787
TX,DELTA COUNTY,"2,595","2,476",119,4.6,75.1,-0.59,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,DENTON COUNTY,"428,668","413,303","15,365",3.6,79.589,1.4,42700.0,0.369,0.4,5.0,0.7571343873517787
TX,DICKENS COUNTY,703,670,33,4.7,79.9,0.38,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,DIMMIT COUNTY,"7,164","6,830",334,4.7,78.4,0.48,29800.0,0.505,0.5,5.0,0.7571343873517787
TX,DONLEY COUNTY,"1,594","1,527",67,4.2,79.1,0.86,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,DUVAL COUNTY,"5,241","4,815",426,8.1,81.7,0.96,38700.0,0.487,0.5,10.0,0.7571343873517787
TX,EASTLAND COUNTY,"8,043","7,658",385,4.8,75.62,0.24,36200.0,0.38,0.4,5.0,0.7571343873517787
TX,ECTOR COUNTY,"79,803","76,071","3,732",4.7,75.1,2.5,42500.0,0.469,0.5,5.0,0.7571343873517787
TX,EDWARDS COUNTY,865,825,40,4.6,80.5,3.15,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,EL PASO COUNTY,"341,782","323,955","17,827",5.2,78.505,4.46,29800.0,0.541,0.5,5.0,0.7571343873517787
TX,ELLIS COUNTY,"80,979","77,765","3,214",4.0,77.77,0.24,36600.0,0.37,0.4,5.0,0.7571343873517787
TX,ERATH COUNTY,"20,168","19,371",797,4.0,79.712,0.03,38300.0,0.47,0.5,5.0,0.7571343873517787
TX,FALLS COUNTY,"6,457","6,181",276,4.3,76.433,0.34,27000.0,0.441,0.4,5.0,0.7571343873517787
TX,FANNIN COUNTY,"15,382","14,746",636,4.1,76.678,0.22,33600.0,0.369,0.4,5.0,0.7571343873517787
TX,FAYETTE COUNTY,"12,778","12,351",427,3.3,79.157,1.04,46900.0,0.524,0.5,5.0,0.7571343873517787
TX,FISHER COUNTY,"1,801","1,731",70,3.9,77.85,0.3,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,FLOYD COUNTY,"2,746","2,593",153,5.6,77.8,0.86,31100.0,0.367,0.4,5.0,0.7571343873517787
TX,FOARD COUNTY,552,529,23,4.2,82.2,0.03,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,FORT BEND COUNTY,"356,003","340,720","15,283",4.3,80.349,-0.52,41000.0,0.452,0.5,5.0,0.7571343873517787
TX,FRANKLIN COUNTY,"4,559","4,335",224,4.9,76.467,0.76,37800.0,0.348,0.3,5.0,0.7571343873517787
TX,FREESTONE COUNTY,"7,414","7,009",405,5.5,76.114,0.4,36800.0,0.372,0.4,5.0,0.7571343873517787
TX,FRIO COUNTY,"9,806","9,427",379,3.9,76.933,0.4,29900.0,0.47,0.5,5.0,0.7571343873517787
TX,GAINES COUNTY,"9,408","9,101",307,3.3,78.4,0.84,46000.0,0.449,0.4,5.0,0.7571343873517787
TX,GALVESTON COUNTY,"158,012","150,077","7,935",5.0,76.848,1.87,34100.0,0.463,0.5,5.0,0.7571343873517787
TX,GARZA COUNTY,"2,132","2,053",79,3.7,75.8,1.11,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,GILLESPIE COUNTY,"12,647","12,280",367,2.9,80.46,2.59,39700.0,0.443,0.4,5.0,0.7571343873517787
TX,GLASSCOCK COUNTY,822,799,23,2.8,81.2,0.23,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,GOLIAD COUNTY,"3,449","3,295",154,4.5,79.6,1.61,40600.0,0.373,0.4,5.0,0.7571343873517787
TX,GONZALES COUNTY,"9,703","9,344",359,3.7,78.183,0.68,29800.0,0.442,0.4,5.0,0.7571343873517787
TX,GRAY COUNTY,"9,279","8,754",525,5.7,76.157,0.79,45500.0,0.411,0.4,5.0,0.7571343873517787
TX,GRAYSON COUNTY,"60,020","57,580","2,440",4.1,75.35,0.78,33800.0,0.407,0.4,5.0,0.7571343873517787
TX,GREGG COUNTY,"59,308","56,347","2,961",5.0,75.517,0.21,36000.0,0.502,0.5,5.0,0.7571343873517787
TX,GRIMES COUNTY,"11,517","10,900",617,5.4,78.75,0.74,29200.0,0.379,0.4,5.0,0.7571343873517787
TX,GUADALUPE COUNTY,"72,967","70,371","2,596",3.6,79.048,0.58,33800.0,0.391,0.4,5.0,0.7571343873517787
TX,HALE COUNTY,"12,894","12,069",825,6.4,77.822,-0.07,31600.0,0.43,0.4,5.0,0.7571343873517787
TX,HALL COUNTY,"1,204","1,139",65,5.4,75.7,0.27,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,HAMILTON COUNTY,"3,485","3,321",164,4.7,78.567,-0.65,43900.0,0.313,0.3,5.0,0.7571343873517787
TX,HANSFORD COUNTY,"3,113","3,020",93,3.0,78.8,0.05,51700.0,0.381,0.4,5.0,0.7571343873517787
TX,HARDEMAN COUNTY,"1,621","1,541",80,4.9,77.4,0.14,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,HARDIN COUNTY,"25,002","23,581","1,421",5.7,76.164,1.04,40600.0,0.402,0.4,5.0,0.7571343873517787
TX,HARRIS COUNTY,"2,235,393","2,130,793","104,600",4.7,77.955,-0.04,34600.0,0.59,0.6,5.0,0.7571343873517787
TX,HARRISON COUNTY,"31,217","29,575","1,642",5.3,75.867,0.52,31600.0,0.426,0.4,5.0,0.7571343873517787
TX,HARTLEY COUNTY,"3,004","2,940",64,2.1,83.5,0.51,35853.245749613605,0.3810850077279752,0.4,0.0,0.7571343873517787
TX,HASKELL COUNTY,"2,583","2,492",91,3.5,79.25,2.04,39500.0,0.433,0.4,5.0,0.7571343873517787
TX,HAYS COUNTY,"98,497","95,094","3,403",3.5,78.843,2.18,31700.0,0.473,0.5,5.0,0.7571343873517787
TX,HEMPHILL COUNTY,"2,302","2,229",73,3.2,80.2,1.27,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,HENDERSON COUNTY,"34,384","32,700","1,684",4.9,75.453,2.72,33600.0,0.398,0.4,5.0,0.7571343873517787
TX,HIDALGO COUNTY,"331,119","304,695","26,424",8.0,80.348,0.46,26700.0,0.606,0.6,10.0,0.7571343873517787
TX,HILL COUNTY,"15,623","14,907",716,4.6,76.21,0.83,33800.0,0.383,0.4,5.0,0.7571343873517787
TX,HOCKLEY COUNTY,"11,723","11,232",491,4.2,76.857,0.37,38700.0,0.405,0.4,5.0,0.7571343873517787
TX,HOOD COUNTY,"24,547","23,431","1,116",4.5,77.47,1.35,38800.0,0.504,0.5,5.0,0.7571343873517787
TX,HOPKINS COUNTY,"17,019","16,298",721,4.2,76.656,0.17,34500.0,0.401,0.4,5.0,0.7571343873517787
TX,HOUSTON COUNTY,"9,941","9,495",446,4.5,77.157,0.11,29800.0,0.466,0.5,5.0,0.7571343873517787
TX,HOWARD COUNTY,"13,362","12,742",620,4.6,73.76,2.23,39500.0,0.489,0.5,5.0,0.7571343873517787
TX,HUDSPETH COUNTY,"1,282","1,209",73,5.7,77.2,4.0,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,HUNT COUNTY,"38,927","37,071","1,856",4.8,76.021,1.05,30100.0,0.4,0.4,5.0,0.7571343873517787
TX,HUTCHINSON COUNTY,"9,801","9,365",436,4.4,74.6,1.9,46600.0,0.333,0.3,5.0,0.7571343873517787
TX,IRION COUNTY,799,770,29,3.6,79.2,0.11,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,JACK COUNTY,"4,079","3,906",173,4.2,76.8,0.35,54300.0,0.303,0.3,5.0,0.7571343873517787
TX,JACKSON COUNTY,"7,371","7,092",279,3.8,78.733,-0.02,41200.0,0.445,0.4,5.0,0.7571343873517787
TX,JASPER COUNTY,"13,887","12,841","1,046",7.5,75.238,2.25,33000.0,0.399,0.4,10.0,0.7571343873517787
TX,JEFF DAVIS COUNTY,"1,081","1,045",36,3.3,82.2,5.93,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,JEFFERSON COUNTY,"108,031","100,448","7,583",7.0,74.957,1.04,31500.0,0.534,0.5,5.0,0.7571343873517787
TX,JIM HOGG COUNTY,"2,029","1,882",147,7.2,76.1,-1.01,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,JIM WELLS COUNTY,"19,230","17,702","1,528",7.9,76.629,1.45,38100.0,0.554,0.6,10.0,0.7571343873517787
TX,JOHNSON COUNTY,"74,321","71,032","3,289",4.4,76.985,0.12,39100.0,0.357,0.4,5.0,0.7571343873517787
TX,JONES COUNTY,"5,671","5,357",314,5.5,73.45,1.55,35600.0,0.341,0.3,5.0,0.7571343873517787
TX,KARNES COUNTY,"6,429","6,155",274,4.3,79.275,1.38,38200.0,0.552,0.6,5.0,0.7571343873517787
TX,KAUFMAN COUNTY,"55,084","52,824","2,260",4.1,76.438,0.63,32500.0,0.417,0.4,5.0,0.7571343873517787
TX,KENDALL COUNTY,"19,167","18,533",634,3.3,81.133,4.72,40700.0,0.441,0.4,5.0,0.7571343873517787
TX,KERR COUNTY,"21,188","20,403",785,3.7,78.44,4.52,32100.0,0.501,0.5,5.0,0.7571343873517787
TX,KIMBLE COUNTY,"2,000","1,927",73,3.7,81.7,1.02,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,KLEBERG COUNTY,"14,405","13,548",857,5.9,76.58,3.15,32500.0,0.438,0.4,5.0,0.7571343873517787
TX,KNOX COUNTY,"1,683","1,619",64,3.8,77.05,0.62,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,LA SALLE COUNTY,"4,270","4,091",179,4.2,79.2,0.71,31700.0,0.38,0.4,5.0,0.7571343873517787
TX,LAMAR COUNTY,"22,197","21,125","1,072",4.8,74.392,0.36,29200.0,0.446,0.4,5.0,0.7571343873517787
TX,LAMB COUNTY,"5,513","5,017",496,9.0,77.08,1.31,36800.0,0.41,0.4,10.0,0.7571343873517787
TX,LAMPASAS COUNTY,"9,059","8,658",401,4.4,78.475,2.81,33300.0,0.32,0.3,5.0,0.7571343873517787
TX,LAVACA COUNTY,"8,808","8,472",336,3.8,78.983,-0.08,50200.0,0.426,0.4,5.0,0.7571343873517787
TX,LEE COUNTY,"9,304","8,971",333,3.6,78.3,0.88,44200.0,0.297,0.3,5.0,0.7571343873517787
TX,LEON COUNTY,"6,936","6,563",373,5.4,81.933,0.36,42000.0,0.386,0.4,5.0,0.7571343873517787
TX,LIBERTY COUNTY,"30,968","28,813","2,155",7.0,76.108,0.08,36200.0,0.378,0.4,5.0,0.7571343873517787
TX,LIMESTONE COUNTY,"8,584","8,150",434,5.1,76.3,1.12,32100.0,0.442,0.4,5.0,0.7571343873517787
TX,LIPSCOMB COUNTY,"1,725","1,657",68,3.9,81.25,-0.43,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,LIVE OAK COUNTY,"5,892","5,654",238,4.0,78.65,2.67,34900.0,0.45,0.4,5.0,0.7571343873517787
TX,LLANO COUNTY,"8,152","7,803",349,4.3,78.84,3.75,32600.0,0.395,0.4,5.0,0.7571343873517787
TX,LUBBOCK COUNTY,"149,630","144,499","5,131",3.4,76.933,1.14,30300.0,0.536,0.5,5.0,0.7571343873517787
TX,LYNN COUNTY,"2,763","2,651",112,4.1,78.667,1.32,28300.0,0.47,0.5,5.0,0.7571343873517787
TX,MADISON COUNTY,"5,119","4,897",222,4.3,74.933,0.22,28300.0,0.448,0.4,5.0,0.7571343873517787
TX,MARION COUNTY,"4,417","4,128",289,6.5,72.533,1.4,27100.0,0.393,0.4,5.0,0.7571343873517787
TX,MARTIN COUNTY,"2,584","2,493",91,3.5,84.2,0.91,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,MASON COUNTY,"1,805","1,735",70,3.9,83.2,1.54,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,MATAGORDA COUNTY,"17,187","16,020","1,167",6.8,76.36,1.54,37800.0,0.421,0.4,5.0,0.7571343873517787
TX,MAVERICK COUNTY,"23,666","21,126","2,540",10.7,78.489,0.52,30900.0,0.42,0.4,10.0,0.7571343873517787
TX,MEDINA COUNTY,"20,431","19,531",900,4.4,79.7,0.68,34700.0,0.401,0.4,5.0,0.7571343873517787
TX,MENARD COUNTY,857,812,45,5.3,86.4,0.51,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,MIDLAND COUNTY,"88,407","85,325","3,082",3.5,78.123,1.42,45700.0,0.556,0.6,5.0,0.7571343873517787
TX,MILAM COUNTY,"10,126","9,591",535,5.3,77.586,0.72,36200.0,0.366,0.4,5.0,0.7571343873517787
TX,MILLS COUNTY,"1,991","1,917",74,3.7,80.8,-0.43,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,MITCHELL COUNTY,"2,746","2,590",156,5.7,79.1,2.47,43600.0,0.356,0.4,5.0,0.7571343873517787
TX,MONTAGUE COUNTY,"9,707","9,292",415,4.3,75.24,-0.57,43500.0,0.344,0.3,5.0,0.7571343873517787
TX,MONTGOMERY COUNTY,"258,314","247,267","11,047",4.3,78.03,1.58,40900.0,0.494,0.5,5.0,0.7571343873517787
TX,MOORE COUNTY,"11,115","10,765",350,3.1,78.55,2.46,39800.0,0.304,0.3,5.0,0.7571343873517787
TX,MORRIS COUNTY,"5,318","4,847",471,8.9,77.733,0.41,30000.0,0.341,0.3,10.0,0.7571343873517787
TX,MOTLEY COUNTY,493,475,18,3.7,75.7,-0.22,35853.245749613605,0.3810850077279752,0.4,5.0,0.7571343873517787
TX,NACOGDOCHES COUNTY,"28,142","26,811","1,331",4.7,75.927,2.12,33200.0,0.525,0.5,5.0,0.7571343873517787
TX,NAVARRO COUNTY,"22,898","21,926",972,4.2,77.47,0.57,31700.0,0.438,0.4,5.0,0.7571343873517787
