State,County,Annual_Crime_Rate,Children_Poverty_Rate,Chlamydia_Rate,id,Bachelor_or_High_Degree_Rate,Teenage_Birth_Rate,Natural_Amenity,Life_Expectancy,Population,Annual_Crime_Rate_Rank,Children_Poverty_Rate_Rank,Chlamydia_Rate_Rank,Bachelor_or_High_Degree_Rate_Rank,Teenage_Birth_Rate_Rank,Life_Expectancy_Rank
ND,BENSON COUNTY,0.0005112474437627,34.0,0.0253067484662576,38.0,16.2,0.248,-3.08,73.35,3912,78.0,2497.5,2634.0,1667.5,190.5,85.5
CO,BENT COUNTY,0.0017644464049404,31.0,0.0026466696074106,8.0,11.4,0.1641391035548686,2.45,78.0,4534,689.0,2393.0,412.0,2442.0,1270.0,1447.0
AR,BENTON COUNTY,0.0038066322804717,12.0,0.0048129172488743,5.0,33.4,0.186,2.39,78.14,173907,1701.0,457.5,1350.0,353.5,871.5,1499.5
MN,BENTON COUNTY,0.0021301244441122,10.0,0.0053066258081393,27.0,33.4,0.082,-3.43,79.711,26759,913.0,261.5,1530.0,353.5,2471.5,2068.0
MO,BENTON COUNTY,0.005546911993506,29.0,0.002502874923899,29.0,33.4,0.181,1.47,75.617,14783,2142.0,2291.5,355.0,353.5,934.5,544.0
OR,BENTON COUNTY,0.0020412218428801,11.0,0.0083455264726602,41.0,33.4,0.064,3.1,81.915,55359,866.0,346.0,2159.0,353.5,2589.5,2536.0
TN,BENTON COUNTY,0.0021182850364345,28.0,0.0041518386714116,47.0,33.4,0.184,1.13,72.78,11802,906.0,2236.5,1091.0,353.5,893.5,44.0
WA,BENTON COUNTY,0.0028993435448577,16.0,0.0069552985307908,53.0,33.4,0.135,1.58,79.619,127960,1313.0,959.0,1951.0,353.5,1785.0,2030.0
MI,BENZIE COUNTY,0.0016557537442613,16.0,0.0030857228870324,26.0,30.3,0.121,0.75,78.7,13287,629.0,959.0,621.0,488.0,1990.0,1716.0
NJ,BERGEN COUNTY,0.0012019889947167,6.0,0.0035602639805488,34.0,49.3,0.032,1.2,82.349,656412,364.0,40.0,817.0,53.0,2638.0,2576.0
SC,BERKELEY COUNTY,0.0048057080899583,15.0,0.0076107866111713,45.0,25.0,0.194,0.71,76.955,142955,1982.0,836.0,2066.0,697.5,753.0,1026.0
WV,BERKELEY COUNTY,0.0023543334844135,15.0,0.0048975172483255,54.0,25.0,0.195,-0.55,76.293,79428,1045.0,836.0,1379.0,697.5,738.0,777.0
PA,BERKS COUNTY,0.004383273737737,16.0,0.0069998377871344,42.0,24.9,0.12,-0.73,78.465,283578,1870.0,959.0,1958.0,704.5,2004.5,1626.0
MA,BERKSHIRE COUNTY,0.0053223647277281,16.0,0.0027313555296454,25.0,33.6,0.095,0.81,80.253,92628,2098.0,959.0,442.0,320.5,2334.5,2233.0
NM,BERNALILLO COUNTY,0.013697748506334,20.0,0.0108337713323393,35.0,34.4,0.173,3.77,78.537,466135,2620.0,1516.5,2399.0,292.0,1058.0,1659.0
GA,BERRIEN COUNTY,0.0032593041764572,29.0,0.0072765860683695,13.0,11.4,0.195,0.32,74.78,13193,1479.0,2291.5,1999.0,2442.0,738.0,311.5
MI,BERRIEN COUNTY,0.0060671380390043,22.0,0.0089195291231917,26.0,11.4,0.179,-0.3,76.832,107629,2247.0,1722.0,2233.0,2442.0,958.5,980.0
NC,BERTIE COUNTY,0.0023617671575437,32.0,0.01146151708808,37.0,13.6,0.246,-0.3,77.0,14396,1056.0,2436.5,2434.0,2125.0,197.5,1054.0
TX,BEXAR COUNTY,0.0080862382438104,22.0,0.008452592053409,48.0,28.0,0.214,2.63,77.78,1247428,2461.0,1722.0,2171.0,579.0,479.0,1355.5
AL,BIBB COUNTY,0.0012370113805047,26.0,0.0085972290945076,1.0,10.4,0.225,-0.15,73.55,16168,378.0,2095.0,2190.0,2513.0,374.0,113.0
GA,BIBB COUNTY,0.0076752959542084,36.0,0.016961703575467,13.0,10.4,0.213,1.81,73.456,99931,2429.0,2538.0,2594.0,2513.0,492.0,98.0
MT,BIG HORN COUNTY,0.0093408762004999,32.0,0.0221023549532956,30.0,18.1,0.241,1.38,77.52,7601,2535.0,2436.5,2628.0,1430.0,232.0,1246.0
WY,BIG HORN COUNTY,0.001244400199104,17.0,0.001244400199104,56.0,18.1,0.13,2.49,81.133,8036,379.0,1093.5,36.0,1430.0,1858.0,2426.5
MN,BIG STONE COUNTY,0.0005485463521667,14.0,0.0013713658804168,27.0,15.4,0.093,-2.77,78.233,3646,96.0,707.5,54.0,1808.0,2363.5,1536.0
ID,BINGHAM COUNTY,0.0026867080564934,14.0,0.0043205170097665,16.0,21.2,0.158,1.91,78.775,27543,1214.0,707.5,1158.0,1027.0,1454.5,1749.5
IA,BLACK HAWK COUNTY,0.0081583410974939,15.0,0.0119926419646909,19.0,29.1,0.135,-3.07,77.953,83718,2464.0,836.0,2465.0,531.0,1785.0,1429.0
IN,BLACKFORD COUNTY,0.000705633305892,18.0,0.0049394331412442,18.0,13.5,0.171,-3.27,75.625,8503,142.0,1239.0,1399.0,2144.0,1088.5,549.0
NC,BLADEN COUNTY,0.0032539318342997,30.0,0.0059655416962162,37.0,15.8,0.205,-0.31,76.85,23971,1476.0,2344.0,1722.0,1749.5,595.0,984.5
ID,BLAINE COUNTY,0.0023961157702251,8.0,0.0042247304369758,16.0,35.4,0.085,2.94,82.15,15859,1077.0,128.0,1117.0,262.5,2438.5,2560.0
MT,BLAINE COUNTY,0.0019370460048426,27.0,0.0150121065375302,30.0,35.4,0.201,0.19,77.7,4130,799.0,2172.0,2569.0,262.5,651.0,1322.5
OK,BLAINE COUNTY,0.0018505338078291,22.0,0.0044128113879003,40.0,35.4,0.235,-0.2,74.92,7025,752.0,1722.0,1197.0,262.5,277.5,339.0
PA,BLAIR COUNTY,0.0031868727963113,22.0,0.0043508724346804,42.0,21.3,0.118,-0.86,77.538,88488,1453.0,1722.0,1170.0,1011.0,2026.5,1248.5
TX,BLANCO COUNTY,0.0017341040462427,15.0,0.0121387283236994,48.0,26.5,0.146,4.05,78.15,8650,676.0,836.0,2476.0,630.5,1632.5,1502.5
VA,BLAND COUNTY,0.0010111223458038,16.0,0.0014155712841253,51.0,14.2,0.139,-0.85,74.85,4945,282.0,959.0,59.0,1985.0,1729.5,327.0
GA,BLECKLEY COUNTY,0.0056043816074385,26.0,0.0122277416889568,13.0,18.7,0.205,0.15,75.533,7851,2157.0,2095.0,2481.0,1337.5,595.0,518.0
TN,BLEDSOE COUNTY,0.0021754894851341,41.0,0.0132342277012327,47.0,12.0,0.192,-0.56,76.567,11032,944.0,2596.0,2516.0,2407.0,785.0,885.5
AL,BLOUNT COUNTY,0.0070116357970395,21.0,0.004423110753688,1.0,13.1,0.204,0.23,76.078,39791,2369.0,1625.5,1201.0,2202.0,605.0,696.0
TN,BLOUNT COUNTY,0.0048282165707833,14.0,0.0062584009893005,47.0,13.1,0.155,1.25,76.519,92995,1988.0,707.5,1798.0,2202.0,1502.0,868.0
MN,BLUE EARTH COUNTY,0.0033918339029216,13.0,0.0116915486805252,27.0,34.8,0.081,-2.48,80.373,38917,1531.0,580.5,2446.0,284.0,2484.5,2256.0
ID,BOISE COUNTY,0.0019140421089263,17.0,0.0020880459370106,16.0,27.1,0.1641391035548686,3.4,81.6,5747,788.0,1093.5,207.0,603.0,1270.0,2497.0
MO,BOLLINGER COUNTY,0.0061940812112869,21.0,0.0034411562284927,29.0,8.9,0.205,0.49,73.9,8718,2262.0,1625.5,756.0,2596.5,595.0,153.5
SD,BON HOMME COUNTY,0.0001982946658734,17.0,0.0021812413246083,46.0,18.3,0.085,-1.59,83.75,5043,21.0,1093.5,234.0,1407.0,2438.5,2617.0
IL,BOND COUNTY,0.0005962013457116,17.0,0.0040030661783493,17.0,22.9,0.126,-2.01,77.675,11741,112.0,1093.5,1021.0,860.0,1913.0,1315.5
ID,BONNER COUNTY,0.0021388053687114,18.0,0.0034406868974923,16.0,23.8,0.136,4.57,78.9,32261,918.0,1239.0,755.0,780.5,1772.0,1806.0
ID,BONNEVILLE COUNTY,0.0043739985275648,11.0,0.0045472261920228,16.0,31.3,0.13,2.0,78.795,69273,1867.0,346.0,1253.0,448.0,1858.0,1754.0
AR,BOONE COUNTY,0.0079282607858984,19.0,0.0048108378555209,5.0,16.1,0.187,1.98,76.486,25983,2447.0,1382.5,1349.0,1690.0,857.5,850.5
IA,BOONE COUNTY,0.0039900787231748,11.0,0.0045831985333764,19.0,16.1,0.116,-3.35,80.457,18546,1751.0,346.0,1264.0,1690.0,2054.0,2279.0
IL,BOONE COUNTY,0.0026279707495429,12.0,0.0058558043875685,17.0,16.1,0.124,-3.32,78.343,35008,1187.0,457.5,1688.0,1690.0,1940.5,1575.0
IN,BOONE COUNTY,0.0014547301821876,6.0,0.0033943704251044,18.0,16.1,0.116,-3.68,79.08,43307,497.0,40.0,737.0,1690.0,2054.0,1867.5
KY,BOONE COUNTY,0.0019710523553492,9.0,0.0040820610909599,21.0,16.1,0.127,0.29,78.433,85741,818.0,188.5,1055.0,1690.0,1900.5,1617.5
MO,BOONE COUNTY,0.0059245138441123,14.0,0.0142973283619747,29.0,16.1,0.137,-0.02,79.483,107013,2221.0,707.5,2551.0,1690.0,1759.5,1980.0
WV,BOONE COUNTY,0.0035035035035035,25.0,0.0012512512512512,54.0,16.1,0.171,-1.9,74.45,15984,1580.0,2015.5,38.0,1690.0,1088.5,252.0
TX,BOSQUE COUNTY,0.0009919121013276,20.0,0.0039676484053105,48.0,19.8,0.196,0.84,77.117,13106,272.0,1516.5,1008.0,1202.0,721.0,1103.0
VA,BOTETOURT COUNTY,0.0014278720626631,8.0,0.0020398172323759,51.0,28.3,0.098,1.15,78.025,24512,479.0,128.0,190.0,571.0,2290.0,1461.0
ND,BOTTINEAU COUNTY,0.0013218770654329,12.0,0.0028640669751046,38.0,24.0,0.07,-3.44,81.333,4539,416.0,457.5,507.0,764.5,2564.5,2461.0
CO,BOULDER COUNTY,0.0032807689596014,8.0,0.0066367417922022,8.0,62.1,0.085,5.82,81.556,212755,1489.0,128.0,1884.0,3.0,2438.5,2491.0
ID,BOUNDARY COUNTY,0.0013487003433055,22.0,0.0019617459538989,16.0,19.8,0.143,2.61,80.65,8156,432.0,1722.0,166.0,1202.0,1673.5,2325.0
KS,BOURBON COUNTY,0.0080797481636936,22.0,0.0044071353620146,20.0,21.7,0.187,-1.85,75.78,9530,2459.0,1722.0,1193.0,967.0,857.5,597.5
KY,BOURBON COUNTY,0.0018492176386913,20.0,0.0054765291607396,21.0,21.7,0.151,-3.18,76.98,14060,750.0,1516.5,1590.0,967.0,1561.0,1044.0
TX,BOWIE COUNTY,0.007636605110043,23.0,0.0090753857829496,48.0,20.6,0.22,0.79,75.122,63248,2426.0,1834.0,2252.0,1125.0,422.5,397.0
ND,BOWMAN COUNTY,0.0018779342723004,10.0,0.0023474178403755,38.0,24.2,0.1641391035548686,-1.01,79.0,2130,766.0,261.5,289.5,752.5,1270.0,1840.0
NE,BOX BUTTE COUNTY,0.0033660966742964,14.0,0.0032314528073246,31.0,17.1,0.125,-0.02,78.2,7427,1522.0,707.5,675.0,1567.0,1928.5,1522.5
UT,BOX ELDER COUNTY,0.0020389598168073,9.0,0.003544653219988,49.0,23.9,0.131,3.29,79.227,31879,865.0,188.5,810.0,773.5,1838.5,1913.0
KY,BOYD COUNTY,0.0021401976018059,32.0,0.0026385997830484,21.0,19.4,0.147,0.28,74.5,34109,920.0,2436.5,410.0,1256.0,1620.0,262.5
KY,BOYLE COUNTY,0.0021472086287825,19.0,0.0046439628482972,21.0,25.2,0.171,-0.23,76.514,20026,926.0,1382.5,1288.0,683.0,1088.5,867.0
KY,BRACKEN COUNTY,0.0006985679357317,19.0,0.002619629758994,21.0,13.2,0.178,0.5,74.233,5726,138.0,1382.5,400.0,2189.5,976.0,216.0
FL,BRADFORD COUNTY,0.0060365209517581,27.0,0.0052316514915237,12.0,9.9,0.263,1.34,76.2,19879,2241.0,2172.0,1497.0,2541.0,104.5,740.5
PA,BRADFORD COUNTY,0.0026010822360017,21.0,0.0031584570008592,42.0,9.9,0.129,0.29,79.193,43059,1173.0,1625.5,642.0,2541.0,1876.0,1900.0
AR,BRADLEY COUNTY,0.0038563829787234,31.0,0.0085106382978723,5.0,14.3,0.235,-1.06,73.32,7520,1720.0,2393.0,2182.0,1973.5,277.5,83.0
TN,BRADLEY COUNTY,0.0079971121539444,17.0,0.0061505567433982,47.0,14.3,0.188,-0.17,75.195,72026,2454.0,1093.5,1776.0,1973.5,842.5,426.0
MI,BRANCH COUNTY,0.0039585669987464,18.0,0.0042884475819753,26.0,14.4,0.158,-2.45,77.192,30314,1745.0,1239.0,1146.0,1962.5,1454.5,1133.0
GA,BRANTLEY COUNTY,0.0028978696741854,27.0,0.0042293233082706,13.0,8.9,0.283,0.05,75.067,12768,1310.0,2172.0,1121.0,2596.5,48.0,380.5
WV,BRAXTON COUNTY,0.0031578947368421,25.0,0.0011483253588516,54.0,14.9,0.138,-0.55,76.933,10450,1440.0,2015.5,29.0,1883.0,1744.0,1014.5
TX,BRAZORIA COUNTY,0.0026720475785896,11.0,0.0060917587085811,48.0,30.0,0.187,1.31,77.657,235400,1207.0,346.0,1753.0,497.5,857.5,1304.0
TX,BRAZOS COUNTY,0.0056839743968156,19.0,0.0123293331871579,48.0,41.7,0.203,0.59,78.52,118579,2174.0,1382.5,2485.0,148.5,617.5,1652.0
KY,BREATHITT COUNTY,0.0004344520473552,38.0,0.0021722602367763,21.0,15.2,0.176,-1.36,70.157,9207,57.0,2559.0,229.0,1844.0,1013.5,2.0
KY,BRECKINRIDGE COUNTY,0.0009252669039145,25.0,0.0032028469750889,21.0,11.9,0.177,0.35,74.867,14050,248.0,2015.5,659.0,2417.0,997.0,329.0
IA,BREMER COUNTY,0.0057219381543705,6.0,0.0045045045045045,19.0,30.7,0.077,-3.16,81.038,16428,2183.0,40.0,1229.0,464.5,2529.0,2410.5
FL,BREVARD COUNTY,0.0064554705916173,13.0,0.0047214396596331,12.0,30.2,0.137,3.93,77.315,434825,2297.0,580.5,1312.0,491.5,1759.5,1183.0
TX,BREWSTER COUNTY,0.0022026431718061,20.0,0.0041116005873715,48.0,40.0,0.208,4.58,81.767,6810,961.0,1516.5,1066.0,176.0,556.5,2521.5
TX,BRISCOE COUNTY,0.0,25.0,0.0104961832061068,48.0,19.8,0.1641391035548686,1.76,84.4,1048,7.0,2015.5,2376.0,1202.0,1270.0,2626.0
MA,BRISTOL COUNTY,0.0071229459160164,16.0,0.005290022020544,25.0,28.7,0.099,0.54,78.489,392815,2386.0,959.0,1521.0,552.0,2278.0,1635.5
RI,BRISTOL COUNTY,0.0010253105226154,8.0,0.0033981720178111,44.0,28.7,0.051,1.36,80.7,34136,287.0,128.0,738.0,552.0,2620.0,2336.0
MT,BROADWATER COUNTY,0.005830223880597,12.0,0.003731343283582,30.0,27.1,0.1641391035548686,3.93,72.3,4288,2208.0,457.5,890.0,603.0,1270.0,21.0
NY,BRONX COUNTY,0.0091291877970536,37.0,0.0190297198847609,36.0,20.1,0.195,1.04,78.238,929546,2524.0,2549.5,2612.0,1175.0,738.0,1538.0
WV,BROOKE COUNTY,0.0016588842467436,16.0,0.0017203244040304,54.0,19.0,0.097,0.38,75.217,16276,631.0,959.0,106.0,1292.0,2303.5,433.5
SD,BROOKINGS COUNTY,0.0021095905230702,10.0,0.0072483366690106,46.0,40.3,0.07,-2.06,80.017,18487,898.0,261.5,1996.0,174.0,2564.5,2164.0
GA,BROOKS COUNTY,0.007049254405784,35.0,0.0062358788974243,13.0,17.8,0.299,0.35,74.64,11065,2377.0,2519.0,1795.0,1480.5,17.5,288.0
TX,BROOKS COUNTY,0.0042006424511984,44.0,0.0126019273535952,48.0,17.8,0.278,-0.34,76.45,4047,1812.0,2622.5,2493.0,1480.5,54.5,833.0
NY,BROOME COUNTY,0.0048100949525237,25.0,0.0048647551224387,36.0,28.4,0.098,-0.84,79.322,128064,1983.0,2015.5,1370.0,566.5,2290.0,1945.0
FL,BROWARD COUNTY,0.0055572032218564,16.0,0.0083115792441029,12.0,32.4,0.126,4.98,79.301,1362196,2147.0,959.0,2155.0,419.0,1913.0,1938.5
IL,BROWN COUNTY,0.0014394406744807,13.0,0.0014394406744807,17.0,14.1,0.1641391035548686,-2.39,75.65,4863,488.0,580.5,63.0,2007.0,1270.0,563.0
IN,BROWN COUNTY,0.0024494794856093,15.0,0.0013997025632053,18.0,14.1,0.148,-0.29,77.85,11431,1100.0,836.0,56.0,2007.0,1605.5,1384.0
KS,BROWN COUNTY,0.0032070861331704,21.0,0.0036652412950519,20.0,14.1,0.174,-2.64,76.967,6548,1460.0,1625.5,860.0,2007.0,1041.5,1037.5
MN,BROWN COUNTY,0.0010957956052828,9.0,0.0034027337216679,27.0,14.1,0.079,-3.07,81.312,17339,315.0,188.5,741.0,2007.0,2507.0,2456.5
OH,BROWN COUNTY,0.0009544811243129,18.0,0.0045749267682585,39.0,14.1,0.179,-0.08,75.078,30383,257.0,1239.0,1260.0,2007.0,958.5,382.0
SD,BROWN COUNTY,0.0045122140967792,10.0,0.0059514548000622,46.0,14.1,0.101,-2.72,79.738,25708,1908.0,261.5,1712.0,2007.0,2248.5,2082.0
TX,BROWN COUNTY,0.0045653341517685,22.0,0.0062917210158827,48.0,14.1,0.24,0.35,74.875,26066,1919.0,1722.0,1807.0,2007.0,240.0,331.5
WI,BROWN COUNTY,0.0035790775714956,12.0,0.0068890085096148,55.0,14.1,0.095,-1.36,79.144,174626,1611.0,457.5,1931.0,2007.0,2334.5,1888.0
SD,BRULE COUNTY,0.0058757694459988,18.0,0.0050363738108561,46.0,27.1,0.112,-1.54,78.9,3574,2214.0,1239.0,1424.0,603.0,2102.0,1806.0
NC,BRUNSWICK COUNTY,0.0015579769380944,21.0,0.0042411594425904,37.0,29.9,0.211,1.12,77.121,103981,568.0,1625.5,1124.0,501.5,517.0,1107.0
VA,BRUNSWICK COUNTY,0.0017878911011783,27.0,0.0117025599349857,51.0,29.9,0.236,-1.44,75.95,12305,701.0,2172.0,2447.0,501.5,269.5,656.5
GA,BRYAN COUNTY,0.0038960482938733,10.0,0.0069358222374448,13.0,33.1,0.193,0.7,76.14,23357,1731.0,261.5,1940.0,387.5,768.5,718.5
OK,BRYAN COUNTY,0.0029615322710445,20.0,0.0083695477225173,40.0,33.1,0.201,2.03,76.918,31065,1344.0,1516.5,2161.0,387.5,651.0,1008.5
IA,BUCHANAN COUNTY,0.0007140307033202,14.0,0.0054266333452338,19.0,21.5,0.101,-3.24,79.067,14005,145.0,707.5,1574.0,983.5,2248.5,1863.0
MO,BUCHANAN COUNTY,0.0068555531636556,20.0,0.0097699912235672,29.0,21.5,0.205,-0.47,75.324,60389,2354.0,1516.5,2319.0,983.5,595.0,463.5
VA,BUCHANAN COUNTY,0.0030556743873372,31.0,0.0010389292916946,51.0,21.5,0.146,-1.61,74.186,16363,1385.0,2393.0,21.0,983.5,1632.5,205.0
VA,BUCKINGHAM COUNTY,0.0017358371469149,22.0,0.0044973962442796,51.0,12.5,0.182,-0.31,77.825,12674,677.0,1722.0,1228.0,2326.5,920.5,1372.5
PA,BUCKS COUNTY,0.0013474408679038,7.0,0.0034412254337843,42.0,41.3,0.057,0.01,79.609,447515,430.0,78.5,757.0,158.0,2608.5,2028.0
IA,BUENA VISTA COUNTY,0.0050939191340337,14.0,0.0053326965934415,19.0,19.7,0.095,-2.44,80.117,12564,2046.0,707.5,1545.0,1211.0,2334.5,2196.0
NE,BUFFALO COUNTY,0.0031450705157915,10.0,0.0050983248361252,31.0,34.6,0.109,0.04,80.818,30206,1433.0,261.5,1445.0,286.5,2138.0,2369.0
WI,BUFFALO COUNTY,0.0007329842931937,12.0,0.0029319371727748,55.0,34.6,0.099,-1.17,80.775,9550,155.0,457.5,540.0,286.5,2278.0,2358.0
KY,BULLITT COUNTY,0.001717444585577,11.0,0.0027550673560298,21.0,14.7,0.167,-0.87,77.064,55897,669.0,346.0,447.0,1917.0,1145.0,1082.0
GA,BULLOCH COUNTY,0.0031252202927837,21.0,0.0152736330098456,13.0,27.0,0.179,0.19,75.611,42557,1421.0,1625.5,2574.0,606.5,958.5,543.0
AL,BULLOCK COUNTY,0.0046472327841149,40.0,0.017743979721166,1.0,12.1,0.277,-1.08,77.6,7101,1939.0,2585.0,2601.0,2397.0,58.5,1279.5
NC,BUNCOMBE COUNTY,0.0035294117647058,17.0,0.0060148383677795,37.0,40.1,0.152,2.18,77.932,188700,1587.0,1093.5,1733.0,175.0,1548.5,1416.0
IL,BUREAU COUNTY,0.0017810194215927,14.0,0.0041133067593927,17.0,20.6,0.115,-3.05,80.578,23582,698.0,707.5,1067.0,1125.0,2069.0,2307.0
GA,BURKE COUNTY,0.0095057034220532,36.0,0.0105241716458446,13.0,13.2,0.269,-0.77,73.84,14728,2543.0,2538.0,2380.0,2189.5,79.5,148.5
NC,BURKE COUNTY,0.002391904323827,31.0,0.0053971174486353,37.0,13.2,0.199,1.82,76.747,65220,1072.0,2393.0,1563.0,2189.5,683.5,944.0
ND,BURLEIGH COUNTY,0.0035963910997138,7.0,0.0071771457163854,38.0,35.8,0.074,-2.01,81.011,63953,1623.0,78.5,1982.0,247.0,2547.5,2405.0
TX,BURLESON COUNTY,0.0022975756615433,22.0,0.0044366978291871,48.0,17.3,0.224,1.4,78.26,12622,1011.0,1722.0,1210.0,1529.5,385.0,1542.5
NJ,BURLINGTON COUNTY,0.0023348038669193,7.0,0.0052238449409928,34.0,38.0,0.087,-1.3,78.789,313945,1035.0,78.5,1492.0,210.5,2421.0,1752.0
TX,BURNET COUNTY,0.0033397677482611,16.0,0.0040444893832153,48.0,25.4,0.2,4.36,78.588,32637,1511.0,959.0,1039.5,673.0,671.0,1671.0
WI,BURNETT COUNTY,0.0029825308904985,23.0,0.0025564550489987,55.0,20.8,0.142,-2.24,78.367,11735,1354.0,1834.0,374.0,1104.0,1690.5,1584.5
NE,BURT COUNTY,0.0008635578583765,13.0,0.003454231433506,31.0,21.3,0.126,-1.73,77.333,4632,209.0,580.5,763.0,1011.0,1913.0,1188.0
AL,BUTLER COUNTY,0.0084666039510818,35.0,0.013387365221796,1.0,16.1,0.205,-1.16,73.388,13819,2481.0,2519.0,2524.0,1690.0,595.0,89.0
IA,BUTLER COUNTY,0.0001945336056803,13.0,0.0031125376908861,19.0,16.1,0.061,-3.94,79.54,10281,20.0,580.5,630.0,1690.0,2595.0,2004.0
KS,BUTLER COUNTY,0.0027157169264474,10.0,0.0044044820739861,20.0,16.1,0.143,0.58,77.577,43819,1233.0,261.5,1191.0,1690.0,1673.5,1268.0
KY,BUTLER COUNTY,0.0011124707976415,27.0,0.0044498831905662,21.0,16.1,0.226,-0.06,75.36,8989,326.0,2172.0,1214.0,1690.0,364.5,475.5
MO,BUTLER COUNTY,0.0074119616080882,35.0,0.0056699798476619,29.0,16.1,0.219,-0.84,72.56,29277,2415.0,2519.0,1636.0,1690.0,432.5,31.0
NE,BUTLER COUNTY,0.0009018759018759,9.0,0.0034271284271284,31.0,16.1,0.095,-3.37,79.5,5544,227.0,188.5,748.0,1690.0,2334.5,1989.5
OH,BUTLER COUNTY,0.0039970915305204,14.0,0.0062030916866247,39.0,16.1,0.154,-1.65,76.19,243427,1753.0,707.5,1787.0,1690.0,1519.0,737.0
PA,BUTLER COUNTY,0.0014064380264741,8.0,0.0032791817087845,42.0,16.1,0.078,-0.25,78.867,132960,468.0,128.0,695.0,1690.0,2519.0,1792.5
CA,BUTTE COUNTY,0.0049759675680805,16.0,0.0089214895362316,6.0,27.2,0.108,5.11,77.702,147509,2018.0,959.0,2234.0,598.0,2150.5,1326.0
SD,BUTTE COUNTY,0.0023058077532785,18.0,0.0053321804294566,46.0,27.2,0.122,0.43,81.9,6939,1022.0,1239.0,1543.0,598.0,1970.5,2533.5
GA,BUTTS COUNTY,0.0042395336512983,21.0,0.0053582994759465,13.0,12.2,0.244,1.86,75.8,16983,1819.0,1625.5,1556.0,2380.5,215.5,604.0
NC,CABARRUS COUNTY,0.0016729004733796,11.0,0.0082622289755128,37.0,32.3,0.17,-1.08,77.303,136888,643.0,346.0,2147.0,423.5,1099.5,1179.0
WV,CABELL COUNTY,0.0070484022034194,22.0,0.005857793723112,54.0,26.0,0.164,0.11,73.285,62993,2376.0,1722.0,1689.0,650.5,1374.5,79.0
UT,CACHE COUNTY,0.0012605712462103,11.0,0.0043082814743896,49.0,38.3,0.088,2.63,80.657,62670,388.0,346.0,1153.0,205.0,2410.0,2327.0
OK,CADDO COUNTY,0.0038795303726391,29.0,0.0079122001020929,40.0,15.4,0.222,0.95,79.712,19590,1727.0,2291.5,2109.0,1808.0,406.0,2071.0
CA,CALAVERAS COUNTY,0.0041896235078053,20.0,0.0034435261707988,6.0,18.3,0.092,8.27,80.833,34848,1811.0,1516.5,758.0,1407.0,2373.0,2377.5
KY,CALDWELL COUNTY,0.0027911130959026,22.0,0.0035726247627553,21.0,15.3,0.181,-0.52,76.467,8957,1261.0,1722.0,821.0,1830.0,934.5,841.0
MO,CALDWELL COUNTY,0.0027512542482602,19.0,0.0046933160705615,29.0,15.3,0.161,-2.83,75.6,6179,1246.0,1382.5,1307.0,1830.0,1413.5,535.0
NC,CALDWELL COUNTY,0.0023216403999322,18.0,0.0048466361633621,37.0,15.3,0.217,1.51,75.856,59010,1030.0,1239.0,1362.0,1830.0,451.0,625.0
TX,CALDWELL COUNTY,0.0032601926810505,21.0,0.0176196930290486,48.0,15.3,0.254,0.51,77.9,27299,1480.0,1625.5,2599.0,1830.0,139.0,1403.0
VT,CALEDONIA COUNTY,0.0016236778623121,15.0,0.0042215624420115,50.0,29.0,0.087,-1.16,81.58,21556,611.0,836.0,1114.0,540.5,2421.0,2493.0
AL,CALHOUN COUNTY,0.0110102644486019,25.0,0.0086337664964352,1.0,18.5,0.21,0.22,73.136,79108,2584.0,2015.5,2197.0,1374.0,528.5,61.0
AR,CALHOUN COUNTY,0.0029593758407317,20.0,0.0061877858488027,5.0,18.5,0.1641391035548686,-1.35,74.6,3717,1343.0,1516.5,1784.0,1374.0,1270.0,284.0
FL,CALHOUN COUNTY,0.0023755226149752,28.0,0.0054161915621436,12.0,18.5,0.225,1.12,77.667,10524,1064.0,2236.5,1572.0,1374.0,374.0,1308.0
GA,CALHOUN COUNTY,0.0197452229299363,39.0,0.0076433121019108,13.0,18.5,0.274,0.21,77.1,4710,2639.0,2573.0,2072.0,1374.0,68.5,1096.5
IA,CALHOUN COUNTY,0.0007145919679862,14.0,0.0028583678719451,19.0,18.5,0.071,-2.73,78.725,6997,147.0,707.5,504.0,1374.0,2560.0,1725.0
MI,CALHOUN COUNTY,0.0095021780396545,20.0,0.0115320890527447,26.0,18.5,0.173,-2.73,76.268,91137,2541.0,1516.5,2438.0,1374.0,1058.0,766.0
SC,CALHOUN COUNTY,0.0042687453600593,28.0,0.0076095025983667,45.0,18.5,0.249,0.2,75.933,10776,1830.0,2236.5,2065.0,1374.0,184.0,647.0
TX,CALHOUN COUNTY,0.0070931849791376,23.0,0.0059805285118219,48.0,18.5,0.285,1.86,78.4,14380,2383.0,1834.0,1726.0,1374.0,45.0,1598.0
WV,CALHOUN COUNTY,0.002761413843888,25.0,0.0012886597938144,54.0,18.5,0.143,-2.37,74.4,5432,1252.0,2015.5,43.0,1374.0,1673.5,239.5
TX,CALLAHAN COUNTY,0.0012196361418843,19.0,0.0022359995934546,48.0,21.0,0.187,0.33,76.433,9839,372.0,1382.5,254.0,1071.0,857.5,824.5
MO,CALLAWAY COUNTY,0.0053465475647127,16.0,0.0070417943535241,29.0,23.1,0.168,-0.06,77.588,30674,2104.0,959.0,1966.0,844.0,1131.0,1271.0
