State,County,Annual_Crime_Rate,Children_Poverty_Rate,Chlamydia_Rate,id,Bachelor_or_High_Degree_Rate,Teenage_Birth_Rate,Natural_Amenity,Life_Expectancy,Population,Annual_Crime_Rate_Rank,Children_Poverty_Rate_Rank,Chlamydia_Rate_Rank,Bachelor_or_High_Degree_Rate_Rank,Teenage_Birth_Rate_Rank,Life_Expectancy_Rank
OH,TUSCARAWAS COUNTY,0.0006714238870758,16.0,0.0041378448854675,39.0,17.4,0.133,-0.33,78.314,64043,130.0,959.0,1077.0,1513.0,1811.0,1567.5
MI,TUSCOLA COUNTY,0.0037952664593326,17.0,0.0034789942543882,26.0,13.5,0.133,-1.63,78.215,37942,1694.0,1093.5,780.0,2144.0,1811.0,1530.0
GA,TWIGGS COUNTY,0.003076923076923,30.0,0.003076923076923,13.0,11.8,0.268,-0.11,74.55,6175,1398.0,2344.0,619.0,2424.0,84.5,275.5
ID,TWIN FALLS COUNTY,0.0037015787233254,13.0,0.006755381170069,16.0,20.6,0.178,0.96,77.354,54031,1658.0,580.5,1907.0,1125.0,976.0,1197.0
TX,TYLER COUNTY,0.0042339243186028,23.0,0.0037708388462556,48.0,13.4,0.241,1.18,77.12,15116,1817.0,1834.0,916.0,2161.5,232.0,1105.5
WV,TYLER COUNTY,0.002636476426799,21.0,0.002016129032258,54.0,13.4,0.116,-0.22,78.067,6448,1192.0,1625.5,178.0,2161.5,2054.0,1473.5
NC,TYRRELL COUNTY,0.0029060381013884,35.0,0.0058120762027768,37.0,10.6,0.1641391035548686,0.67,80.2,3097,1314.0,2519.0,1676.0,2496.0,1270.0,2213.0
WY,UINTA COUNTY,0.0010799136069114,10.0,0.0032397408207343,56.0,16.0,0.167,3.32,77.7,12964,309.0,261.5,681.0,1715.5,1145.0,1322.5
UT,UINTAH COUNTY,0.0022481584234191,12.0,0.0048311489524538,49.0,15.8,0.186,3.53,78.6,20906,982.0,457.5,1356.0,1749.5,871.5,1678.5
NY,ULSTER COUNTY,0.0024041785083339,16.0,0.004616329979261,36.0,32.5,0.091,0.7,80.217,130190,1079.0,959.0,1278.0,410.0,2382.5,2218.0
OR,UMATILLA COUNTY,0.0034029756251978,17.0,0.006034346312124,41.0,17.2,0.188,1.64,78.971,50544,1538.0,1093.5,1737.0,1543.5,842.5,1825.5
TN,UNICOI COUNTY,0.0033607169529499,22.0,0.0034353995519044,47.0,14.8,0.174,0.36,75.15,13390,1521.0,1722.0,753.0,1895.0,1041.5,404.0
AR,UNION COUNTY,0.0087434144154242,26.0,0.010387475245675,5.0,21.1,0.225,-0.5,74.11,26763,2501.0,2095.0,2370.0,1050.5,374.0,187.0
FL,UNION COUNTY,0.0037439828846496,20.0,0.0073988233196648,12.0,21.1,0.203,1.6,73.433,11218,1676.0,1516.5,2020.0,1050.5,617.5,94.0
GA,UNION COUNTY,0.0020389045021215,19.0,0.0014327437041935,13.0,21.1,0.154,2.94,77.675,18147,864.0,1382.5,61.0,1050.5,1519.0,1315.5
IA,UNION COUNTY,0.0033179286645337,16.0,0.0090058063751629,19.0,21.1,0.122,-1.83,77.975,8439,1503.0,959.0,2243.0,1050.5,1970.5,1434.0
IL,UNION COUNTY,0.0028613472858077,25.0,0.0040058862001308,17.0,21.1,0.169,0.57,76.74,12232,1291.0,2015.5,1022.0,1050.5,1114.0,940.0
KY,UNION COUNTY,0.0015748031496062,21.0,0.0161679790026246,21.0,21.1,0.179,0.72,75.75,9525,579.0,1625.5,2585.0,1050.5,958.5,587.5
NC,UNION COUNTY,0.0028294973401367,9.0,0.0066700141135598,37.0,21.1,0.159,-0.34,78.347,147376,1276.0,188.5,1889.0,1050.5,1443.5,1576.0
NJ,UNION COUNTY,0.0052468906331318,12.0,0.006691378742658,34.0,21.1,0.103,0.14,80.154,376604,2084.0,457.5,1896.0,1050.5,2219.5,2204.0
NM,UNION COUNTY,0.0019867549668874,27.0,0.0026490066225165,35.0,21.1,0.1641391035548686,0.99,78.5,3020,830.0,2172.0,413.0,1050.5,1270.0,1641.5
OH,UNION COUNTY,0.0007587451924334,6.0,0.0053373799743596,39.0,21.1,0.149,-3.5,78.278,38221,161.0,40.0,1547.0,1050.5,1589.0,1548.0
OR,UNION COUNTY,0.0020525685614915,17.0,0.004846342436855,41.0,21.1,0.122,1.38,78.412,17539,872.0,1093.5,1361.0,1050.5,1970.5,1603.5
PA,UNION COUNTY,0.0009799758272629,12.0,0.0031032567863326,42.0,21.1,0.08,-1.08,80.557,30613,268.0,457.5,629.0,1050.5,2497.0,2302.5
SC,UNION COUNTY,0.0095755030979568,32.0,0.0098827384914742,45.0,21.1,0.245,-0.8,73.489,19529,2544.0,2436.5,2328.0,1050.5,207.5,105.0
SD,UNION COUNTY,0.0017958412098298,6.0,0.0032136105860113,46.0,21.1,0.12,-1.78,80.667,10580,710.0,40.0,665.0,1050.5,2004.5,2329.0
TN,UNION COUNTY,0.0041205812188245,29.0,0.0029639268416106,47.0,21.1,0.216,1.35,73.35,13833,1784.0,2291.5,560.0,1050.5,458.0,85.5
TX,UPSHUR COUNTY,0.0042298455031006,21.0,0.0037638455747929,48.0,17.1,0.207,0.28,75.986,27897,1816.0,1625.5,910.0,1567.0,573.0,669.0
WV,UPSHUR COUNTY,0.0008423586040914,23.0,0.00294825511432,54.0,17.1,0.156,-1.52,76.28,16620,198.0,1834.0,549.0,1567.0,1482.5,772.0
GA,UPSON COUNTY,0.005633331474148,29.0,0.0071950471303474,13.0,13.4,0.237,1.37,73.071,17929,2165.0,2291.5,1987.0,2161.5,261.0,57.0
TX,UPTON COUNTY,0.0012345679012345,19.0,0.0053497942386831,48.0,9.6,0.1641391035548686,1.02,80.25,2430,376.0,1382.5,1554.0,2573.0,1270.0,2230.0
UT,UTAH COUNTY,0.0014993154573079,8.0,0.0042475039235983,49.0,40.8,0.101,4.93,79.949,299470,520.0,128.0,1127.0,163.0,2248.5,2148.0
TX,UVALDE COUNTY,0.0043608124253285,30.0,0.0062724014336917,48.0,17.9,0.258,4.26,78.68,16740,1856.0,2344.0,1802.0,1463.5,122.5,1708.5
TX,VAL VERDE COUNTY,0.0023049284794251,29.0,0.0069486814453257,48.0,18.4,0.249,5.2,78.944,29502,1021.0,2291.5,1949.0,1394.5,184.0,1817.0
NM,VALENCIA COUNTY,0.0135200950692563,23.0,0.0112212892793828,35.0,18.5,0.213,3.04,77.618,51331,2619.0,1834.0,2421.0,1374.0,492.0,1287.0
ID,VALLEY COUNTY,0.0038732394366197,12.0,0.0012910798122065,16.0,30.4,0.128,4.59,81.5,8520,1724.0,457.5,44.0,480.5,1889.5,2483.5
MT,VALLEY COUNTY,0.0020325203252032,16.0,0.0059127864005912,30.0,30.4,0.131,-0.03,76.8,5412,859.0,959.0,1700.0,480.5,1838.5,969.5
AR,VAN BUREN COUNTY,0.0038414384961176,30.0,0.0030241111565181,5.0,14.5,0.252,2.41,77.06,12235,1715.0,2344.0,583.0,1951.0,152.5,1080.0
IA,VAN BUREN COUNTY,0.0017935432443204,19.0,0.0023913909924272,19.0,14.5,0.116,-1.07,79.1,5018,708.0,1382.5,310.0,1951.0,2054.0,1873.0
MI,VAN BUREN COUNTY,0.0050691690045467,18.0,0.0052819967108445,26.0,14.5,0.155,-0.61,78.313,51685,2041.0,1239.0,1518.0,1951.0,1502.0,1566.0
TN,VAN BUREN COUNTY,0.0037374445223078,24.0,0.0028030833917309,47.0,14.5,0.1641391035548686,-1.32,73.4,4281,1672.0,1934.5,471.0,1951.0,1270.0,90.0
OH,VAN WERT COUNTY,0.0020097912909044,12.0,0.004637979902087,39.0,16.6,0.128,-3.6,77.111,19405,848.0,457.5,1284.0,1615.0,1889.5,1102.0
TX,VAN ZANDT COUNTY,0.001625078632837,20.0,0.0025424617320192,48.0,15.8,0.196,0.42,77.81,38152,612.0,1516.5,369.0,1749.5,721.0,1367.0
NC,VANCE COUNTY,0.008615527908988,31.0,0.0162996473953828,37.0,14.8,0.257,0.05,74.21,30062,2491.0,2393.0,2586.0,1895.0,129.5,209.0
IN,VANDERBURGH COUNTY,0.0059971465189949,19.0,0.0105111277698514,18.0,27.0,0.172,-2.48,75.387,124059,2235.0,1382.5,2378.0,606.5,1074.0,484.0
PA,VENANGO COUNTY,0.0018948365703458,18.0,0.003684404442339,42.0,18.7,0.12,-0.86,77.275,37998,779.0,1239.0,867.0,1337.5,2004.5,1169.0
CA,VENTURA COUNTY,0.0035815387637552,11.0,0.0052828573733745,6.0,33.8,0.107,11.17,81.02,570146,1617.0,346.0,1519.0,314.0,2166.0,2407.0
IL,VERMILION COUNTY,0.0103928064363464,27.0,0.0096545196403218,17.0,14.7,0.21,-3.21,75.108,52825,2572.0,2172.0,2308.0,1917.0,528.5,395.0
MO,VERNON COUNTY,0.008834051252099,27.0,0.0039424691538293,29.0,18.9,0.21,-1.6,75.933,13697,2505.0,2172.0,998.0,1304.5,528.5,647.0
WI,VERNON COUNTY,0.0008261249878511,24.0,0.0018952279133054,55.0,18.9,0.103,-0.66,81.029,20578,190.0,1934.5,155.0,1304.5,2219.5,2409.0
TX,VICTORIA COUNTY,0.0065226050587532,23.0,0.0079499435703379,48.0,20.0,0.231,-0.82,77.468,60252,2308.0,1834.0,2111.0,1181.0,320.5,1230.5
IN,VIGO COUNTY,0.0035678689566511,25.0,0.0092446806973956,18.0,25.1,0.172,-2.12,74.746,69229,1607.0,2015.5,2266.0,691.0,1074.0,304.0
WI,VILAS COUNTY,0.0005859260561317,19.0,0.0022265190133005,55.0,29.1,0.104,-1.58,79.02,17067,109.0,1382.5,250.0,531.0,2203.5,1848.5
OH,VINTON COUNTY,0.001639344262295,28.0,0.0031693989071038,39.0,12.8,0.238,-0.64,75.167,9150,617.0,2236.5,645.0,2249.5,254.5,413.5
FL,VOLUSIA COUNTY,0.0055394899441017,20.0,0.0052576076752514,12.0,23.7,0.152,3.45,77.039,397329,2141.0,1516.5,1509.0,797.0,1548.5,1071.0
IL,WABASH COUNTY,0.0022021042329336,18.0,0.0031808172253486,17.0,18.2,0.149,-1.68,78.725,8174,960.0,1239.0,650.0,1417.5,1589.0,1725.0
IN,WABASH COUNTY,0.0005082474703137,15.0,0.0036039366076791,18.0,18.2,0.164,-2.05,76.562,21643,77.0,836.0,833.0,1417.5,1374.5,884.0
MN,WABASHA COUNTY,0.0011655766366638,10.0,0.0022016447581428,27.0,23.7,0.077,-1.13,82.25,15443,350.0,261.5,243.0,797.0,2529.0,2570.5
KS,WABAUNSEE COUNTY,0.002116850127011,9.0,0.0038103302286198,20.0,24.2,0.122,0.4,79.2,4724,904.0,188.5,936.0,752.5,1970.5,1905.0
MN,WADENA COUNTY,0.0011897036556348,16.0,0.0027038719446247,27.0,13.8,0.096,-3.74,77.867,9246,359.0,959.0,435.0,2090.5,2319.0,1390.5
OK,WAGONER COUNTY,0.0034522654325595,11.0,0.0050197805478838,40.0,23.2,0.18,0.05,76.02,53588,1559.0,346.0,1418.0,837.5,946.0,678.0
NC,WAKE COUNTY,0.000950831627072,9.0,0.0090903991248983,37.0,52.8,0.1,0.23,80.251,713060,256.0,188.5,2253.0,33.5,2263.5,2232.0
FL,WAKULLA COUNTY,0.0029559182624341,17.0,0.0057404789444373,12.0,18.3,0.185,1.95,76.55,23343,1340.0,1093.5,1655.0,1407.0,882.5,878.0
ME,WALDO COUNTY,0.0009924709103353,19.0,0.0026694045174537,23.0,31.4,0.125,0.2,78.888,29220,273.0,1382.5,424.0,445.5,1928.5,1801.0
AL,WALKER COUNTY,0.0065204769773569,24.0,0.0037515073020409,1.0,11.3,0.215,0.51,71.439,44782,2307.0,1934.5,901.0,2450.0,467.0,6.0
GA,WALKER COUNTY,0.0077864293659621,20.0,0.0034194372347876,13.0,11.3,0.22,-0.4,75.415,48546,2435.0,1516.5,746.0,2450.0,422.5,491.0
TX,WALKER COUNTY,0.0056656007897504,22.0,0.0130909715217717,48.0,11.3,0.208,1.07,77.425,46597,2172.0,1722.0,2511.0,2450.0,556.5,1216.5
WA,WALLA WALLA COUNTY,0.0036498187676198,15.0,0.0053614579138139,53.0,29.8,0.154,1.06,80.027,39728,1642.0,836.0,1558.0,506.0,1519.0,2169.0
KS,WALLACE COUNTY,0.0,18.0,0.0037383177570093,20.0,32.4,0.1641391035548686,-1.45,81.6,1070,7.0,1239.0,894.5,419.0,1270.0,2497.0
TX,WALLER COUNTY,0.0057732680195941,18.0,0.0068229531140657,48.0,21.1,0.228,1.28,80.1,28580,2193.0,1239.0,1921.0,1050.5,343.5,2189.5
OR,WALLOWA COUNTY,0.0,19.0,0.0016405395552314,41.0,26.4,0.142,2.68,78.9,5486,7.0,1382.5,96.0,635.0,1690.5,1806.0
ND,WALSH COUNTY,0.0023681094592816,12.0,0.0027627943691619,38.0,17.2,0.116,-3.95,78.233,7601,1059.0,457.5,453.0,1543.5,2054.0,1536.0
FL,WALTON COUNTY,0.0045974254417526,18.0,0.0051771008235388,12.0,28.5,0.212,2.18,78.136,50028,1923.0,1239.0,1471.0,560.5,505.0,1497.0
GA,WALTON COUNTY,0.0043683181974939,17.0,0.0048281411656512,13.0,28.5,0.223,-0.94,76.553,60893,1864.0,1093.5,1355.0,560.5,396.5,880.0
SD,WALWORTH COUNTY,0.0036467830164105,20.0,0.0046887210210992,46.0,24.9,0.17,-1.45,78.55,3839,1641.0,1516.5,1305.0,704.5,1099.5,1661.5
WI,WALWORTH COUNTY,0.001307208742142,9.0,0.0047441395922683,55.0,24.9,0.123,-2.46,79.011,68084,404.0,188.5,1322.0,704.5,1952.5,1845.0
IA,WAPELLO COUNTY,0.0046344620266377,19.0,0.0094359316938749,19.0,18.8,0.167,-1.4,77.309,23951,1936.0,1382.5,2288.0,1319.0,1145.0,1181.0
ND,WARD COUNTY,0.004156524135397,9.0,0.0081982271620814,38.0,29.3,0.095,-2.01,78.991,43546,1797.0,188.5,2139.0,521.0,2334.5,1835.5
TX,WARD COUNTY,0.007870810150631,16.0,0.0059709594246166,48.0,29.3,0.25,1.46,77.567,7369,2441.0,959.0,1723.0,521.0,174.5,1262.0
GA,WARE COUNTY,0.0072309829234414,42.0,0.0128686984230737,13.0,15.2,0.233,-0.17,72.667,24478,2394.0,2606.5,2503.0,1844.0,296.5,34.0
GA,WARREN COUNTY,0.0025647601949217,40.0,0.0076942805847653,13.0,12.3,0.25,1.04,71.8,3899,1153.0,2585.0,2081.0,2357.5,174.5,10.0
IA,WARREN COUNTY,0.0049542567095225,8.0,0.0045895261542202,19.0,12.3,0.102,-2.16,79.717,32901,2011.0,128.0,1268.0,2357.5,2234.0,2074.5
IL,WARREN COUNTY,0.003658427768359,15.0,0.0044614972784866,17.0,12.3,0.166,-3.17,79.2,11207,1644.0,836.0,1219.0,2357.5,1157.0,1905.0
KY,WARREN COUNTY,0.0034731567277993,19.0,0.0082279211042331,21.0,12.3,0.168,-0.68,76.575,78027,1568.0,1382.5,2142.0,2357.5,1131.0,888.0
MO,WARREN COUNTY,0.0058417643821699,14.0,0.0038521779621555,29.0,12.3,0.144,0.14,79.08,23623,2212.0,707.5,958.0,2357.5,1655.5,1867.5
MS,WARREN COUNTY,0.0052196053469127,33.0,0.016390833863781,28.0,12.3,0.226,-0.14,74.217,31420,2077.0,2471.0,2588.0,2357.5,364.5,211.0
NC,WARREN COUNTY,0.0027491408934707,33.0,0.0083848797250859,37.0,12.3,0.227,-0.25,76.12,14550,1245.0,2471.0,2163.0,2357.5,354.5,713.0
NJ,WARREN COUNTY,0.0010053176009947,9.0,0.0029233577607873,34.0,12.3,0.058,0.95,79.95,75598,279.0,188.5,538.0,2357.5,2603.5,2150.0
NY,WARREN COUNTY,0.0018815462128655,15.0,0.0042648380824953,36.0,12.3,0.093,0.0,79.661,47833,770.0,836.0,1135.0,2357.5,2363.5,2045.0
OH,WARREN COUNTY,0.000940099456039,5.0,0.0028138149235926,39.0,12.3,0.103,-1.09,78.984,154239,251.0,18.5,478.0,2357.5,2219.5,1832.0
PA,WARREN COUNTY,0.0025005138042063,23.0,0.0025005138042063,42.0,12.3,0.104,-0.71,78.531,29194,1125.0,1834.0,352.0,2357.5,2203.5,1656.0
TN,WARREN COUNTY,0.0066332018644675,24.0,0.0049121548942273,47.0,12.3,0.227,-1.45,73.567,27890,2323.0,1934.5,1385.0,2357.5,354.5,117.5
VA,WARREN COUNTY,0.001974694653697,14.0,0.0038762524683683,51.0,12.3,0.155,1.07,76.6,27346,822.0,707.5,968.0,2357.5,1502.0,899.0
IN,WARRICK COUNTY,0.0032181334825801,8.0,0.0040110069493027,18.0,30.3,0.118,-1.81,79.336,42882,1469.0,128.0,1027.0,488.0,2026.5,1948.0
UT,WASATCH COUNTY,0.0014211274277593,6.0,0.0024211800621085,49.0,39.9,0.11,4.92,79.525,18999,473.0,40.0,323.0,179.5,2126.5,1997.5
OR,WASCO COUNTY,0.0022405595934204,18.0,0.0065030876004153,41.0,19.6,0.158,3.38,77.888,18299,979.0,1239.0,1849.0,1224.0,1454.5,1399.0
MN,WASECA COUNTY,0.0013162988772744,12.0,0.0047231900890437,27.0,21.4,0.095,-2.36,81.1,12915,412.0,457.5,1313.0,997.0,2334.5,2422.5
WY,WASHAKIE COUNTY,0.0012621709340064,14.0,0.0048683736025964,56.0,23.4,0.162,1.1,80.6,5546,389.0,707.5,1372.0,825.5,1397.5,2315.0
WI,WASHBURN COUNTY,0.002701561840439,18.0,0.0021950189953566,55.0,23.0,0.113,-2.26,77.22,11845,1226.0,1239.0,239.0,850.0,2090.5,1146.5
AL,WASHINGTON COUNTY,0.0036136083201128,28.0,0.0086374052529525,1.0,12.7,0.214,-0.49,74.875,11346,1633.0,2236.5,2198.0,2283.5,479.0,331.5
AR,WASHINGTON COUNTY,0.0049645390070921,16.0,0.0106382978723404,5.0,12.7,0.169,1.22,77.92,141000,2014.0,959.0,2388.0,2283.5,1114.0,1412.5
FL,WASHINGTON COUNTY,0.0026284883395783,29.0,0.0050332755438733,12.0,12.7,0.218,1.95,74.083,17881,1188.0,2291.5,1423.0,2283.5,443.0,181.5
GA,WASHINGTON COUNTY,0.0037836322869955,29.0,0.0107903587443946,13.0,12.7,0.217,-0.21,77.34,14272,1686.0,2291.5,2398.0,2283.5,451.0,1190.0
IA,WASHINGTON COUNTY,0.0048445700444085,12.0,0.0038352846184901,19.0,12.7,0.084,-3.28,79.9,14862,1990.0,457.5,947.0,2283.5,2452.0,2137.0
ID,WASHINGTON COUNTY,0.0014042971492767,20.0,0.0049150400224687,16.0,12.7,0.158,2.17,78.533,7121,466.0,1516.5,1389.0,2283.5,1454.5,1657.5
IL,WASHINGTON COUNTY,0.0045535537517323,11.0,0.0025737477727182,17.0,12.7,0.12,-2.23,78.725,10102,1917.0,346.0,385.0,2283.5,2004.5,1725.0
KS,WASHINGTON COUNTY,0.0010370754472387,13.0,0.0015556131708581,20.0,12.7,0.097,-2.95,80.45,3857,294.0,580.5,79.0,2283.5,2303.5,2275.0
KY,WASHINGTON COUNTY,0.0008541793776693,20.0,0.0047589993898718,21.0,12.7,0.134,-0.58,76.767,8195,203.0,1516.5,1329.0,2283.5,1798.0,955.5
MD,WASHINGTON COUNTY,0.0044442752595666,17.0,0.0054530400936438,24.0,12.7,0.158,0.85,76.155,105079,1888.0,1093.5,1583.0,2283.5,1454.5,723.0
ME,WASHINGTON COUNTY,0.0016878002336954,25.0,0.0040680313324966,23.0,12.7,0.117,2.69,76.35,23107,651.0,2015.5,1051.0,2283.5,2039.5,797.5
MN,WASHINGTON COUNTY,0.0013734432860644,5.0,0.0043463395128622,27.0,12.7,0.055,-0.63,81.848,172559,445.0,18.5,1168.0,2283.5,2612.5,2527.0
MO,WASHINGTON COUNTY,0.0054244330313347,30.0,0.0025968030469155,29.0,12.7,0.235,0.86,74.24,17329,2117.0,2344.0,396.0,2283.5,277.5,217.5
MS,WASHINGTON COUNTY,0.0044224068614312,48.0,0.020336370946127,28.0,12.7,0.271,-1.03,72.268,29848,1881.0,2635.0,2623.0,2283.5,74.0,20.0
NC,WASHINGTON COUNTY,0.0044036697247706,36.0,0.0110091743119266,37.0,12.7,0.202,0.31,77.267,8175,1876.0,2538.0,2412.0,2283.5,633.0,1165.0
NE,WASHINGTON COUNTY,0.0010863267670915,8.0,0.0028968713789107,31.0,12.7,0.072,-2.35,81.3,13808,312.0,128.0,526.0,2283.5,2557.5,2453.0
NY,WASHINGTON COUNTY,0.0019559032716927,17.0,0.0030449857752489,36.0,12.7,0.1,-0.64,81.435,44992,809.0,1093.5,594.0,2283.5,2263.5,2475.0
OH,WASHINGTON COUNTY,0.0013397084979095,15.0,0.003718846002818,39.0,12.7,0.141,0.21,76.725,43293,426.0,836.0,881.0,2283.5,1703.0,937.0
OK,WASHINGTON COUNTY,0.003101474610201,17.0,0.004511235796656,40.0,12.7,0.152,0.96,76.592,35467,1409.0,1093.5,1234.0,2283.5,1548.5,894.0
OR,WASHINGTON COUNTY,0.0023937584232847,9.0,0.0059868689491449,41.0,12.7,0.083,2.65,81.201,404385,1074.0,188.5,1729.0,2283.5,2462.5,2440.0
PA,WASHINGTON COUNTY,0.0024301173437877,12.0,0.0042896270239789,42.0,12.7,0.077,0.4,76.986,148964,1091.0,457.5,1147.0,2283.5,2529.0,1047.0
RI,WASHINGTON COUNTY,0.001098469080986,9.0,0.0053998427454789,44.0,12.7,0.075,2.64,80.64,86484,317.0,188.5,1565.0,2283.5,2543.0,2322.0
TN,WASHINGTON COUNTY,0.0048046197388843,19.0,0.0055920752305304,47.0,12.7,0.161,0.67,75.736,87624,1981.0,1382.5,1622.0,2283.5,1413.5,582.0
TX,WASHINGTON COUNTY,0.0034911444141689,18.0,0.0059604904632152,48.0,12.7,0.173,1.43,78.6,23488,1576.0,1239.0,1718.0,2283.5,1058.0,1678.5
UT,WASHINGTON COUNTY,0.0021992419634083,13.0,0.0045201441205371,49.0,12.7,0.133,2.57,81.057,106855,959.0,580.5,1241.0,2283.5,1811.0,2415.0
VA,WASHINGTON COUNTY,0.0021311804232273,17.0,0.0022816166883963,51.0,12.7,0.145,-0.23,76.992,39884,914.0,1093.5,271.0,2283.5,1642.5,1049.0
VT,WASHINGTON COUNTY,0.0014371257485029,9.0,0.0045988023952095,50.0,12.7,0.075,-0.63,81.159,41750,485.0,188.5,1271.0,2283.5,2543.0,2432.0
WI,WASHINGTON COUNTY,0.0009035701527663,6.0,0.0029523629410157,55.0,12.7,0.072,-2.63,79.862,95178,230.0,40.0,553.0,2283.5,2557.5,2125.0
OK,WASHITA COUNTY,0.0051703566220336,19.0,0.0022537451942198,40.0,20.8,0.169,-0.3,79.975,7543,2065.0,1382.5,262.0,1104.0,1114.0,2155.0
NV,WASHOE COUNTY,0.0062025992747827,12.0,0.008396586989716,32.0,30.8,0.138,6.77,78.195,316319,2264.0,457.5,2164.0,461.0,1744.0,1515.0
MI,WASHTENAW COUNTY,0.0047498996807229,12.0,0.0073800094212886,26.0,55.9,0.085,-2.19,79.589,229268,1967.0,457.5,2016.0,24.0,2438.5,2018.0
NC,WATAUGA COUNTY,0.0020156210632401,14.0,0.0086293776769967,37.0,42.2,0.1,1.82,80.25,31752,852.0,707.5,2196.0,141.0,2263.5,2230.0
MN,WATONWAN COUNTY,0.0025599568849366,14.0,0.0053893829156561,27.0,15.5,0.146,-2.85,81.767,7422,1149.0,707.5,1561.0,1784.0,1632.5,2521.5
WI,WAUKESHA COUNTY,0.0009108985287393,5.0,0.0030091550618666,55.0,44.5,0.055,-2.11,80.83,282139,238.0,18.5,577.0,93.0,2612.5,2375.5
WI,WAUPACA COUNTY,0.0026390197926484,12.0,0.002827521206409,55.0,19.9,0.116,-2.48,77.883,37135,1193.0,457.5,481.0,1191.0,2054.0,1395.0
WI,WAUSHARA COUNTY,0.0013679890560875,19.0,0.0027906976744186,55.0,16.3,0.144,-2.61,79.483,18275,441.0,1382.5,464.0,1653.0,1655.5,1980.0
GA,WAYNE COUNTY,0.0087885748526915,27.0,0.0073903924897633,13.0,13.0,0.246,-0.12,74.583,20026,2502.0,2172.0,2018.0,2215.0,197.5,281.0
IA,WAYNE COUNTY,0.0018336007334402,29.0,0.0022920009168003,19.0,13.0,0.175,-1.9,78.6,4363,739.0,2291.5,277.0,2215.0,1025.5,1678.5
IL,WAYNE COUNTY,0.003817787418655,23.0,0.0017353579175704,17.0,13.0,0.172,-2.61,78.66,11525,1709.0,1834.0,112.0,2215.0,1074.0,1700.0
KY,WAYNE COUNTY,0.0010882132898048,33.0,0.0042168264979936,21.0,13.0,0.196,0.89,76.26,14703,313.0,2471.0,1111.0,2215.0,721.0,761.0
MI,WAYNE COUNTY,0.0150577206986552,29.0,0.0127869643015774,26.0,13.0,0.175,-1.73,74.463,1181985,2629.0,2291.5,2499.0,2215.0,1025.5,255.0
MO,WAYNE COUNTY,0.0027282266526757,33.0,0.0028331584470094,29.0,13.0,0.259,2.18,75.1,9530,1237.0,2471.0,488.0,2215.0,119.5,390.5
NC,WAYNE COUNTY,0.0060510135752115,30.0,0.0111280209411335,37.0,13.0,0.194,-1.41,75.538,82135,2244.0,2344.0,2415.0,2215.0,753.0,520.0
NY,WAYNE COUNTY,0.0025503019682698,16.0,0.0045529930844572,36.0,13.0,0.112,-0.51,80.114,63914,1146.0,959.0,1254.0,2215.0,2102.0,2195.0
OH,WAYNE COUNTY,0.0016636755439695,14.0,0.0036679460811926,39.0,13.0,0.105,-3.22,78.561,76337,636.0,707.5,863.0,2215.0,2189.5,1664.0
PA,WAYNE COUNTY,0.00145145272593,17.0,0.0020625907157953,42.0,13.0,0.081,0.44,77.733,39271,494.0,1093.5,197.0,2215.0,2484.5,1334.5
TN,WAYNE COUNTY,0.0040482552020079,23.0,0.0042101854100882,47.0,13.0,0.168,-0.71,74.125,12351,1770.0,1834.0,1107.0,2215.0,1131.0,189.5
WV,WAYNE COUNTY,0.0024238227146814,25.0,0.0009349030470914,54.0,13.0,0.172,-0.19,75.664,28880,1090.0,2015.5,15.0,2215.0,1074.0,567.0
TN,WEAKLEY COUNTY,0.0032570258700911,23.0,0.0073050437372045,47.0,21.6,0.183,-1.62,76.1,21492,1478.0,1834.0,2003.0,976.0,906.5,703.0
TX,WEBB COUNTY,0.0068131955274774,29.0,0.0082405963363379,48.0,18.9,0.264,1.12,78.63,151324,2348.0,2291.5,2144.0,1304.5,100.5,1693.0
UT,WEBER COUNTY,0.0038743004735256,8.0,0.0065471180473011,49.0,24.5,0.149,3.71,77.554,155641,1725.0,128.0,1859.0,725.5,1589.0,1255.0
GA,WEBSTER COUNTY,0.0021321961620469,28.0,0.0063965884861407,13.0,14.7,0.1641391035548686,-0.55,77.55,1876,915.0,2236.5,1824.0,1917.0,1270.0,1253.5
IA,WEBSTER COUNTY,0.0070171168978664,16.0,0.0098564127524945,19.0,14.7,0.147,-3.2,76.508,24654,2372.0,959.0,2325.0,1917.0,1620.0,864.5
KY,WEBSTER COUNTY,0.0006634232640424,20.0,0.0037593984962406,21.0,14.7,0.203,-2.3,74.8,9044,127.0,1516.5,908.0,1917.0,617.5,319.0
MO,WEBSTER COUNTY,0.0026663482967207,27.0,0.0049745304043298,29.0,14.7,0.187,-0.45,76.9,25128,1204.0,2172.0,1406.0,1917.0,857.5,1004.0
NE,WEBSTER COUNTY,0.001628664495114,16.0,0.0036644951140065,31.0,14.7,0.1641391035548686,-1.88,77.35,2456,613.0,959.0,859.0,1917.0,1270.0,1195.0
CO,WELD COUNTY,0.0039279535972321,10.0,0.0073267528238526,8.0,27.5,0.195,1.7,79.297,196540,1739.0,261.5,2006.0,589.5,738.0,1934.0
IN,WELLS COUNTY,0.0002635323881305,10.0,0.0032150951351921,18.0,18.2,0.102,-3.73,80.243,18973,29.0,261.5,670.0,1417.5,2234.0,2225.0
